Zone Timestep,THERMAL ZONE 1:Zone Mean Air Temperature[C],THERMAL ZONE 2:Zone Mean Air Temperature[C]
2006-Feb-13 08:00:00,20.952529499198207,21.10199186214699
2006-Feb-13 08:10:00,21.766767837752038,21.911411637916757
2006-Feb-13 08:20:00,22.02092773253814,22.158565728456395
2006-Feb-13 08:30:00,22.28035956174223,22.40445800526669
2006-Feb-13 08:40:00,22.529604683904793,22.637886429766937
2006-Feb-13 08:50:00,22.699163716901918,22.791761740574337
2006-Feb-13 09:00:00,22.817679069646406,22.89582159738003
2006-Feb-13 09:10:00,22.930095003444947,22.993496092313407
2006-Feb-13 09:20:00,23.04886290771298,23.096662564446273
2006-Feb-13 09:30:00,23.168033000311745,23.19975534599816
2006-Feb-13 09:40:00,23.290341290961926,23.298205490826287
2006-Feb-13 09:50:00,23.422550549161258,23.392443832610827
2006-Feb-13 10:00:00,23.564122103350723,23.484113113347235
2006-Feb-13 10:10:00,23.717751454837344,23.578220085635014
2006-Feb-13 10:20:00,23.88145465953807,23.673797309911976
2006-Feb-13 10:30:00,24.052347308920357,23.768674797040592
2006-Feb-13 10:40:00,24.235904199165475,23.86233284739505
2006-Feb-13 10:50:00,24.428229844193897,23.95533190198001
2006-Feb-13 11:00:00,24.626211514372834,24.0482119692033
2006-Feb-13 11:10:00,24.824098926999095,24.13713736975225
2006-Feb-13 11:20:00,25.030746107133844,24.223241114233087
2006-Feb-13 11:30:00,25.24557638064304,24.30889141422463
2006-Feb-13 11:40:00,25.45432495363461,24.395073678944495
2006-Feb-13 11:50:00,25.650667314167247,24.481712781014224
2006-Feb-13 12:00:00,25.829371594256852,24.568736738039604
2006-Feb-13 12:10:00,25.90721996606861,24.55985922186176
2006-Feb-13 12:20:00,26.00027387855344,24.57188611911544
2006-Feb-13 12:30:00,26.137673954100897,24.636300111646847
2006-Feb-13 12:40:00,26.298518736569765,24.720265510910057
2006-Feb-13 12:50:00,26.47219110753408,24.799766088359043
2006-Feb-13 13:00:00,26.65613114501044,24.87464143284493
2006-Feb-13 13:10:00,26.93959329842243,25.049079905525954
2006-Feb-13 13:20:00,27.212786000868086,25.207490814178634
2006-Feb-13 13:30:00,27.446407528565373,25.31712308460217
2006-Feb-13 13:40:00,27.654316398269884,25.411166792322025
2006-Feb-13 13:50:00,27.849527912212746,25.51335879482736
2006-Feb-13 14:00:00,28.033402621455092,25.62382683946711
2006-Feb-13 14:10:00,28.186792452858782,25.727551387328262
2006-Feb-13 14:20:00,28.313102622391394,25.824485127961747
2006-Feb-13 14:30:00,28.424794945934664,25.92029790681368
2006-Feb-13 14:40:00,28.536122424507326,26.017606713781962
2006-Feb-13 14:50:00,28.65146985308553,26.11583838624328
2006-Feb-13 15:00:00,28.76866092497069,26.214426694479936
2006-Feb-13 15:10:00,28.896938629409682,26.320887563150105
2006-Feb-13 15:20:00,29.040064024749807,26.433589962028435
2006-Feb-13 15:30:00,29.188244741496067,26.548414450188055
2006-Feb-13 15:40:00,29.329342267911205,26.664155751838756
2006-Feb-13 15:50:00,29.461180437602774,26.781230330750088
2006-Feb-13 16:00:00,29.585929382359907,26.900010830894402
2006-Feb-13 16:10:00,29.69878214102024,27.01579913428872
2006-Feb-13 16:20:00,29.8013230675299,27.12969157351727
2006-Feb-13 16:30:00,29.897108440606832,27.243998069343824
2006-Feb-13 16:40:00,29.980983608000145,27.35948956808627
2006-Feb-13 16:50:00,30.045816417450062,27.47575575771315
2006-Feb-13 17:00:00,30.09562072250422,27.592392790124062
2006-Feb-13 17:10:00,29.964029541230566,27.530206176226145
2006-Feb-13 17:20:00,29.861684040984624,27.507079415893077
2006-Feb-13 17:30:00,29.843674506167414,27.58176472436433
2006-Feb-13 17:40:00,29.86090971262952,27.692585848699803
2006-Feb-13 17:50:00,29.874982004271594,27.793213390253833
2006-Feb-13 18:00:00,29.884261152800498,27.88185875765448
2006-Feb-13 18:10:00,29.66276905163628,27.724901866408754
2006-Feb-13 18:20:00,29.492726867653584,27.615582716035945
2006-Feb-13 18:30:00,29.45685974335709,27.640961748771733
2006-Feb-13 18:40:00,29.456119634930584,27.72363133628057
2006-Feb-13 18:50:00,29.438408798301555,27.797124536942412
2006-Feb-13 19:00:00,29.410175122268583,27.853327371823283
2006-Feb-13 19:10:00,29.387265029998293,27.906159312008754
2006-Feb-13 19:20:00,29.373667356923885,27.963165032391533
2006-Feb-13 19:30:00,29.365636049329428,28.023190414024644
2006-Feb-13 19:40:00,29.360040373924214,28.083224010858693
2006-Feb-13 19:50:00,29.356112227489007,28.14222053752734
2006-Feb-13 20:00:00,29.35408765314289,28.20034568159382
2006-Feb-13 20:10:00,29.150570356593644,28.04835084304075
2006-Feb-13 20:20:00,28.97575989492356,27.92302351447352
2006-Feb-13 20:30:00,28.910612566070093,27.90864881006327
2006-Feb-13 20:40:00,28.902315715028667,27.950677221704975
2006-Feb-13 20:50:00,28.894407857886257,27.990935438060344
2006-Feb-13 21:00:00,28.873059071639688,28.01550072587851
2006-Feb-13 21:10:00,28.84653369872974,28.03346130597848
2006-Feb-13 21:20:00,28.822269606563385,28.052634216974127
2006-Feb-13 21:30:00,28.801066206643096,28.073837632522864
2006-Feb-13 21:40:00,28.780839424024254,28.094849645864336
2006-Feb-13 21:50:00,28.760248066159942,28.114383804724746
2006-Feb-13 22:00:00,28.739070335934173,28.13228300020313
2006-Feb-13 22:10:00,28.072818772087167,27.531568621776657
2006-Feb-13 22:20:00,27.338244296619745,26.85247025432028
2006-Feb-13 22:30:00,27.299717202227527,26.82345314909535
2006-Feb-13 22:40:00,27.19351479739572,26.742611809333237
2006-Feb-13 22:50:00,26.984754128844266,26.566995816354638
2006-Feb-13 23:00:00,26.808372814345805,26.417744859906882
2006-Feb-13 23:10:00,26.66472624147929,26.296759663202646
2006-Feb-13 23:20:00,26.55216165201057,26.208518599320993
2006-Feb-13 23:30:00,26.4525611866234,26.136408903950507
2006-Feb-13 23:40:00,26.353127770241247,26.06536132356811
2006-Feb-13 23:50:00,26.251723763314033,25.991288750131947
2006-Feb-14 00:00:00,26.150325498450417,25.915896681633104
2006-Feb-14 00:10:00,26.049259947394166,25.838735347170502
2006-Feb-14 00:20:00,25.955296321019947,25.76748101894917
2006-Feb-14 00:30:00,25.867100500704428,25.701678973829328
2006-Feb-14 00:40:00,25.78081252561814,25.63746096029855
2006-Feb-14 00:50:00,25.6946943069518,25.572753022672465
2006-Feb-14 01:00:00,25.60888981447311,25.50751986973293
2006-Feb-14 01:10:00,25.522833808519696,25.441304131602404
2006-Feb-14 01:20:00,25.436725331356655,25.374381428510507
2006-Feb-14 01:30:00,25.35090672409143,25.307160849844635
2006-Feb-14 01:40:00,25.265457038472178,25.239746169930143
2006-Feb-14 01:50:00,25.18027820798191,25.1720782810822
2006-Feb-14 02:00:00,25.095266371764605,25.10406303511789
2006-Feb-14 02:10:00,25.011383259036272,25.036618777248464
2006-Feb-14 02:20:00,24.928411881026054,24.969579325917508
2006-Feb-14 02:30:00,24.845766446001086,24.902424956303285
2006-Feb-14 02:40:00,24.763174603618683,24.834882180637305
2006-Feb-14 02:50:00,24.680636661589503,24.766961709302155
2006-Feb-14 03:00:00,24.598194451204893,24.698712490516037
2006-Feb-14 03:10:00,24.515775499775064,24.63015288303974
2006-Feb-14 03:20:00,24.433346859729763,24.561255542618444
2006-Feb-14 03:30:00,24.350904878206897,24.492011956184246
2006-Feb-14 03:40:00,24.26844400542889,24.42240930160589
2006-Feb-14 03:50:00,24.18595055065232,24.352454896738973
2006-Feb-14 04:00:00,24.103409482436223,24.282142538115217
2006-Feb-14 04:10:00,24.01985515156508,24.210545662904497
2006-Feb-14 04:20:00,23.935458670574217,24.137806934680565
2006-Feb-14 04:30:00,23.85074136787964,24.064454294866728
2006-Feb-14 04:40:00,23.765922997646783,23.990731641929305
2006-Feb-14 04:50:00,23.6809691650414,23.91663472547374
2006-Feb-14 05:00:00,23.59581041672018,23.84209553387783
2006-Feb-14 05:10:00,23.543335604876106,23.800019011878174
2006-Feb-14 05:20:00,23.48666684589989,23.75338272289795
2006-Feb-14 05:30:00,23.413390294062634,23.68890026783532
2006-Feb-14 05:40:00,23.332675539960434,23.615446478381763
2006-Feb-14 05:50:00,23.2529977471263,23.542084870149996
2006-Feb-14 06:00:00,23.175652955700542,23.470698118630537
2006-Feb-14 06:10:00,23.60593807569506,23.91570725886292
2006-Feb-14 06:20:00,24.04039315379241,24.416521398302482
2006-Feb-14 06:30:00,24.26047340359606,24.658880917181193
2006-Feb-14 06:40:00,24.3083188400272,24.69350051981547
2006-Feb-14 06:50:00,24.302650418057294,24.66857631433677
2006-Feb-14 07:00:00,24.310608817741155,24.663996027949036
2006-Feb-14 07:10:00,24.504907272701214,24.840659354820026
2006-Feb-14 07:20:00,24.688781926117006,24.99901364874322
2006-Feb-14 07:30:00,24.77728781922587,25.057047412325737
2006-Feb-14 07:40:00,24.817978495922482,25.06111497426857
2006-Feb-14 07:50:00,24.865257381644824,25.064206385680876
2006-Feb-14 08:00:00,24.933697147486125,25.079775254057353
2006-Feb-14 08:10:00,25.757355884731147,25.863623776020784
2006-Feb-14 08:20:00,26.036681869591643,26.093126137911582
2006-Feb-14 08:30:00,26.49219787273786,26.46118592808116
2006-Feb-14 08:40:00,26.746684944126013,26.633796892334022
2006-Feb-14 08:50:00,26.885667702406273,26.69217050999257
2006-Feb-14 09:00:00,27.03383364673569,26.75345105437037
2006-Feb-14 09:10:00,27.233439379773827,26.853082433357564
2006-Feb-14 09:20:00,27.456918950190083,26.965460702923004
2006-Feb-14 09:30:00,27.68082836537211,27.07078480875042
2006-Feb-14 09:40:00,27.90194455787559,27.1692431951965
2006-Feb-14 09:50:00,28.125059870489864,27.2666536883627
2006-Feb-14 10:00:00,28.353107334588046,27.36534145961431
2006-Feb-14 10:10:00,28.575302713829522,27.457573068713458
2006-Feb-14 10:20:00,28.793307386786978,27.544659835820333
2006-Feb-14 10:30:00,29.01245037713194,27.63076205172032
2006-Feb-14 10:40:00,29.234678993386243,27.71771431853706
2006-Feb-14 10:50:00,29.459368361609283,27.805350863962254
2006-Feb-14 11:00:00,29.683311240426562,27.89348127930476
2006-Feb-14 11:10:00,29.908925433817355,27.9821758475376
2006-Feb-14 11:20:00,30.138170324083937,28.071885002699815
2006-Feb-14 11:30:00,30.371721594413387,28.162793425862027
2006-Feb-14 11:40:00,30.604377706656788,28.255189555660458
2006-Feb-14 11:50:00,30.83491092326863,28.34909401365766
2006-Feb-14 12:00:00,31.0643902011899,28.444756084824967
2006-Feb-14 12:10:00,31.223783580827497,28.46168553495961
2006-Feb-14 12:20:00,31.396747396147955,28.497960006707665
2006-Feb-14 12:30:00,31.606074914917052,28.579795204295817
2006-Feb-14 12:40:00,31.827627447833972,28.67951702593697
2006-Feb-14 12:50:00,32.04338186335382,28.776675043391354
2006-Feb-14 13:00:00,32.25147691289872,28.8710544138716
2006-Feb-14 13:10:00,32.52185035158847,29.046946893634324
2006-Feb-14 13:20:00,32.77601600070508,29.208691090678123
2006-Feb-14 13:30:00,32.99228250711991,29.329873031778877
2006-Feb-14 13:40:00,33.193368274726296,29.438358754711665
2006-Feb-14 13:50:00,33.39505319269516,29.55374067818064
2006-Feb-14 14:00:00,33.59763683527068,29.676023251939036
2006-Feb-14 14:10:00,33.79613674968123,29.799493757682416
2006-Feb-14 14:20:00,33.988574169912916,29.922584537660818
2006-Feb-14 14:30:00,34.176359828054686,30.046190900245023
2006-Feb-14 14:40:00,34.35940252712607,30.17121349501608
2006-Feb-14 14:50:00,34.53725555381894,30.297526440728127
2006-Feb-14 15:00:00,34.7094749128514,30.42490924925822
2006-Feb-14 15:10:00,34.871723461227106,30.55187198177942
2006-Feb-14 15:20:00,35.02432575990616,30.67877191333352
2006-Feb-14 15:30:00,35.17219091283923,30.806246948788534
2006-Feb-14 15:40:00,35.31378417752537,30.934539330936683
2006-Feb-14 15:50:00,35.44723985553145,31.063499299502947
2006-Feb-14 16:00:00,35.57216935510816,31.19305294033867
2006-Feb-14 16:10:00,35.69096344477705,31.32277402748535
2006-Feb-14 16:20:00,35.80507325181078,31.452791949283238
2006-Feb-14 16:30:00,35.91494841343671,31.583296486603267
2006-Feb-14 16:40:00,36.01776131339121,31.714358457903707
2006-Feb-14 16:50:00,36.112319202089125,31.84592264981036
2006-Feb-14 17:00:00,36.19835820890358,31.977938061097085
2006-Feb-14 17:10:00,36.1067258338251,31.933785236572835
2006-Feb-14 17:20:00,36.03927431078255,31.924563006126306
2006-Feb-14 17:30:00,36.053873201746384,32.00949286353557
2006-Feb-14 17:40:00,36.09081373660354,32.12989758673697
2006-Feb-14 17:50:00,36.10657614002274,32.240546824678155
2006-Feb-14 18:00:00,36.10020551640746,32.339217692826466
2006-Feb-14 18:10:00,35.871081291414505,32.207971181331594
2006-Feb-14 18:20:00,35.6778539583789,32.122656438964135
2006-Feb-14 18:30:00,35.59350937122775,32.16508448584729
2006-Feb-14 18:40:00,35.539995659738054,32.262377783333136
2006-Feb-14 18:50:00,35.48083171954013,32.351323178713365
2006-Feb-14 19:00:00,35.42061838110821,32.42371797878809
2006-Feb-14 19:10:00,35.37001037703033,32.49291503300209
2006-Feb-14 19:20:00,35.330826820669856,32.56626223317828
2006-Feb-14 19:30:00,35.29947615866885,32.64270589080223
2006-Feb-14 19:40:00,35.273306139848344,32.71931212575907
2006-Feb-14 19:50:00,35.25137794435669,32.795010110310244
2006-Feb-14 20:00:00,35.23359259127379,32.86989467614079
2006-Feb-14 20:10:00,35.03629958857147,32.75119437280758
2006-Feb-14 20:20:00,34.86193437328136,32.65603437430334
2006-Feb-14 20:30:00,34.78509325582403,32.66310586831498
2006-Feb-14 20:40:00,34.762562229965745,32.723362307308754
2006-Feb-14 20:50:00,34.74398043059676,32.78272275475027
2006-Feb-14 21:00:00,34.71437450206523,32.8270776642802
2006-Feb-14 21:10:00,34.681626473526194,32.86443501934113
2006-Feb-14 21:20:00,34.652448509550425,32.90207589447036
2006-Feb-14 21:30:00,34.627123851127635,32.94091741615144
2006-Feb-14 21:40:00,34.60334988537898,32.97886642141508
2006-Feb-14 21:50:00,34.5796137102612,33.01465666687261
2006-Feb-14 22:00:00,34.55555767362209,33.048033641264645
2006-Feb-14 22:10:00,33.70622968370441,32.33778426111481
2006-Feb-14 22:20:00,32.87562585470363,31.57646364797818
2006-Feb-14 22:30:00,32.864653576271394,31.570983228708553
2006-Feb-14 22:40:00,32.76190693852377,31.505564490853367
2006-Feb-14 22:50:00,32.529962909828534,31.329418124154763
2006-Feb-14 23:00:00,32.33341983516475,31.18076144899062
2006-Feb-14 23:10:00,32.17556792361163,31.06280255956679
2006-Feb-14 23:20:00,32.047595094550495,30.9753394877687
2006-Feb-14 23:30:00,31.928854061046,30.9000772489469
2006-Feb-14 23:40:00,31.808699321197114,30.823620034407323
2006-Feb-14 23:50:00,31.68700697493796,30.743737436532463
2006-Feb-15 00:00:00,31.565927200335285,30.66255431875842
2006-Feb-15 00:10:00,31.448772759417945,30.582616725485064
2006-Feb-15 00:20:00,31.337277917059865,30.507240301292835
2006-Feb-15 00:30:00,31.22873926492636,30.43444220312499
2006-Feb-15 00:40:00,31.120834853439735,30.36151330642971
2006-Feb-15 00:50:00,31.013102504777937,30.28762223103398
2006-Feb-15 01:00:00,30.905829065244244,30.213017687336443
2006-Feb-15 01:10:00,30.79911728234251,30.137991068431678
2006-Feb-15 01:20:00,30.692828312063256,30.062499358794227
2006-Feb-15 01:30:00,30.58680533738684,29.98644175803616
2006-Feb-15 01:40:00,30.480961637664223,29.909727656995734
2006-Feb-15 01:50:00,30.375252886079316,29.832361758120815
2006-Feb-15 02:00:00,30.269634075066218,29.75432193153443
2006-Feb-15 02:10:00,30.164053756638122,29.67561266176598
2006-Feb-15 02:20:00,30.058467845159786,29.59620437700032
2006-Feb-15 02:30:00,29.95284579620995,29.516109411201548
2006-Feb-15 02:40:00,29.847156301889317,29.43530804162755
2006-Feb-15 02:50:00,29.741375305043,29.35381655253963
2006-Feb-15 03:00:00,29.63547721859012,29.271619743643264
2006-Feb-15 03:10:00,29.529447390387684,29.188740055074433
2006-Feb-15 03:20:00,29.423266291927956,29.10516624666376
2006-Feb-15 03:30:00,29.31692081344559,29.020917250754994
2006-Feb-15 03:40:00,29.21039664285808,28.935985504207363
2006-Feb-15 03:50:00,29.103686619592768,28.850393359655012
2006-Feb-15 04:00:00,28.996781346769087,28.764137294368346
2006-Feb-15 04:10:00,28.88967218471089,28.6772366888918
2006-Feb-15 04:20:00,28.78235397442484,28.58969079301476
2006-Feb-15 04:30:00,28.674827771512337,28.501524619568027
2006-Feb-15 04:40:00,28.567090830464604,28.41273934850558
2006-Feb-15 04:50:00,28.459143313063063,28.32335775524889
2006-Feb-15 05:00:00,28.350983373906722,28.233381351250806
2006-Feb-15 05:10:00,28.272454325705073,28.173890942802185
2006-Feb-15 05:20:00,28.186796239334655,28.107672201953797
2006-Feb-15 05:30:00,28.08446739698266,28.023647486937033
2006-Feb-15 05:40:00,27.975918670716116,27.931900012080103
2006-Feb-15 05:50:00,27.868775742171227,27.840842645921807
2006-Feb-15 06:00:00,27.76331799001811,27.751378522366593
2006-Feb-15 06:10:00,28.292882492398466,28.292658603300104
2006-Feb-15 06:20:00,28.750716024568387,28.824274210927857
2006-Feb-15 06:30:00,28.924974501970507,29.077166544191897
2006-Feb-15 06:40:00,28.93140367455137,29.111293237562332
2006-Feb-15 06:50:00,28.90471886040623,29.079003997235482
2006-Feb-15 07:00:00,28.901366830160885,29.063758724017855
2006-Feb-15 07:10:00,29.10251787839254,29.239611595810516
2006-Feb-15 07:20:00,29.314276096673506,29.406441044890485
2006-Feb-15 07:30:00,29.422034254478696,29.471106437033423
2006-Feb-15 07:40:00,29.464772235410813,29.47564274765085
2006-Feb-15 07:50:00,29.506010597256694,29.47586469779019
2006-Feb-15 08:00:00,29.569650350963517,29.488745807764474
2006-Feb-15 08:10:00,30.373341429075282,30.246827236837035
2006-Feb-15 08:20:00,30.638425116605987,30.461130761237342
2006-Feb-15 08:30:00,30.922851456968402,30.667390948450585
2006-Feb-15 08:40:00,31.20484521785579,30.861521615870373
2006-Feb-15 08:50:00,31.410475853441433,30.981369021622314
2006-Feb-15 09:00:00,31.57163087548541,31.053535972233913
2006-Feb-15 09:10:00,31.74830735415761,31.1287125581234
2006-Feb-15 09:20:00,31.95080081979107,31.21645499733577
2006-Feb-15 09:30:00,32.1642218028873,31.30641248558277
2006-Feb-15 09:40:00,32.37751066837086,31.392374286225582
2006-Feb-15 09:50:00,32.59051265561158,31.47544734355494
2006-Feb-15 10:00:00,32.80671778509226,31.55816996813157
2006-Feb-15 10:10:00,33.018078138019376,31.634699483838943
2006-Feb-15 10:20:00,33.22618241496295,31.706670193012386
2006-Feb-15 10:30:00,33.435449895704515,31.7778005007609
2006-Feb-15 10:40:00,33.64592535114733,31.849666090020932
2006-Feb-15 10:50:00,33.856279370452725,31.922136911955437
2006-Feb-15 11:00:00,34.0663094059386,31.995102253220164
2006-Feb-15 11:10:00,34.27662670718488,32.06885897244285
2006-Feb-15 11:20:00,34.487578863179884,32.14379391321036
2006-Feb-15 11:30:00,34.69919318718702,32.219960795663674
2006-Feb-15 11:40:00,34.91031989370424,32.297597273030995
2006-Feb-15 11:50:00,35.12013344261711,32.376719913022775
2006-Feb-15 12:00:00,35.3289813643236,32.45758397238996
2006-Feb-15 12:10:00,35.493665812665284,32.48054635584346
2006-Feb-15 12:20:00,35.670774534635825,32.52054266155489
2006-Feb-15 12:30:00,35.874416680717474,32.59650831122314
2006-Feb-15 12:40:00,36.088233234687905,32.686712850066925
2006-Feb-15 12:50:00,36.29893957122558,32.77543756758156
2006-Feb-15 13:00:00,36.504909147259674,32.862702267384044
2006-Feb-15 13:10:00,36.75100449257808,33.009971357535136
2006-Feb-15 13:20:00,36.98399791507676,33.14534820882073
2006-Feb-15 13:30:00,37.18974080264118,33.25008899291195
2006-Feb-15 13:40:00,37.383081074913036,33.34581008601023
2006-Feb-15 13:50:00,37.57509573547372,33.447255815332305
2006-Feb-15 14:00:00,37.76606240274418,33.554319188289526
2006-Feb-15 14:10:00,37.94940135654176,33.66003602505735
2006-Feb-15 14:20:00,38.12441143772005,33.76388788805571
2006-Feb-15 14:30:00,38.29349826140151,33.86795573832639
2006-Feb-15 14:40:00,38.45692881713161,33.973436388303035
2006-Feb-15 14:50:00,38.61431536925645,34.08005772938346
2006-Feb-15 15:00:00,38.76521428065643,34.187529577408874
2006-Feb-15 15:10:00,38.91559134303627,34.299302263295445
2006-Feb-15 15:20:00,39.06438691816081,34.41464946221935
2006-Feb-15 15:30:00,39.20891429347532,34.531538211895864
2006-Feb-15 15:40:00,39.34666651497466,34.649178418239444
2006-Feb-15 15:50:00,39.479731119613696,34.767783738456
2006-Feb-15 16:00:00,39.60767215097794,34.888001628813186
2006-Feb-15 16:10:00,39.72250313806437,35.00479249266789
2006-Feb-15 16:20:00,39.82533665958136,35.119133414945225
2006-Feb-15 16:30:00,39.92059077038451,35.23358849793245
2006-Feb-15 16:40:00,40.007722483110534,35.34908869859707
2006-Feb-15 16:50:00,40.086173169168596,35.46530280824444
2006-Feb-15 17:00:00,40.15619758095287,35.58186338633282
2006-Feb-15 17:10:00,40.051974205063246,35.531840856708385
2006-Feb-15 17:20:00,39.976507785154695,35.518020704386956
2006-Feb-15 17:30:00,39.98596531008545,35.59652651598143
2006-Feb-15 17:40:00,40.01924240258719,35.710288079131814
2006-Feb-15 17:50:00,40.032349687141426,35.81630549519953
2006-Feb-15 18:00:00,40.02461763230943,35.91222594843667
2006-Feb-15 18:10:00,39.790568783839916,35.790053375493116
2006-Feb-15 18:20:00,39.587237481386886,35.70823883826465
2006-Feb-15 18:30:00,39.493660953174114,35.7463180555035
2006-Feb-15 18:40:00,39.434079923531215,35.83835031459299
2006-Feb-15 18:50:00,39.37041045471716,35.92458025695891
2006-Feb-15 19:00:00,39.30548220425074,35.995615337478846
2006-Feb-15 19:10:00,39.24766607803774,36.06320302863287
2006-Feb-15 19:20:00,39.199325527283676,36.13445191333188
2006-Feb-15 19:30:00,39.15816586143735,36.20874160385556
2006-Feb-15 19:40:00,39.12198144460696,36.283366553286
2006-Feb-15 19:50:00,39.08973701969378,36.35719963274506
2006-Feb-15 20:00:00,39.06114137292741,36.43020148146693
2006-Feb-15 20:10:00,38.853861518322574,36.32118865902038
2006-Feb-15 20:20:00,38.669167762992444,36.23297316443573
2006-Feb-15 20:30:00,38.58185238176757,36.24037050692755
2006-Feb-15 20:40:00,38.55162344173701,36.29877935027939
2006-Feb-15 20:50:00,38.52853348029469,36.357351240409116
2006-Feb-15 21:00:00,38.49591576161044,36.40178858632847
2006-Feb-15 21:10:00,38.457752389076255,36.43878056235891
2006-Feb-15 21:20:00,38.42051257189543,36.47523606242187
2006-Feb-15 21:30:00,38.3860051474944,36.51241148030491
2006-Feb-15 21:40:00,38.35288962822928,36.548495307091386
2006-Feb-15 21:50:00,38.319735546578336,36.58226452494606
2006-Feb-15 22:00:00,38.28591582492536,36.61337226454158
2006-Feb-15 22:10:00,37.315873149128706,35.81140052493495
2006-Feb-15 22:20:00,36.901163491844045,35.41707273133276
2006-Feb-15 22:30:00,36.6455957564907,35.194460228707435
2006-Feb-15 22:40:00,36.209477936788275,34.802249657183175
2006-Feb-15 22:50:00,35.985054186681715,34.61809488767299
2006-Feb-15 23:00:00,35.88781368405216,34.56900230956339
2006-Feb-15 23:10:00,35.75877764018212,34.49260311235908
2006-Feb-15 23:20:00,35.606243234668035,34.38912166116195
2006-Feb-15 23:30:00,35.46213860322828,34.28979415649044
2006-Feb-15 23:40:00,35.33064913515978,34.20180321640126
2006-Feb-15 23:50:00,35.202805270093975,34.117492334943165
2006-Feb-16 00:00:00,35.07363247322496,34.03110982439037
2006-Feb-16 00:10:00,34.94892716173584,33.94543961880443
2006-Feb-16 00:20:00,34.829077790638216,33.86239059494578
2006-Feb-16 00:30:00,34.71135569847356,33.78055375184141
2006-Feb-16 00:40:00,34.59438024347694,33.69841299268244
2006-Feb-16 00:50:00,34.47804305984784,33.61553885524212
2006-Feb-16 01:00:00,34.36247138772463,33.53201275907752
2006-Feb-16 01:10:00,34.24569143609508,33.447844488445355
2006-Feb-16 01:20:00,34.1280415923062,33.363138027553624
2006-Feb-16 01:30:00,34.01013450298858,33.2777764530244
2006-Feb-16 01:40:00,33.892143797073885,33.191667379048845
2006-Feb-16 01:50:00,33.77403685176212,33.10487417289076
2006-Feb-16 02:00:00,33.65573384439543,33.017404897618476
2006-Feb-16 02:10:00,33.539174788012076,32.930300054155055
2006-Feb-16 02:20:00,33.42399533439299,32.84330516457328
2006-Feb-16 02:30:00,33.30913742456016,32.755828998826914
2006-Feb-16 02:40:00,33.19420820857825,32.667632430663296
2006-Feb-16 02:50:00,33.07929169349827,32.578793442776835
2006-Feb-16 03:00:00,32.96449574752536,32.489387547499554
2006-Feb-16 03:10:00,32.84884281573874,32.398539693645304
2006-Feb-16 03:20:00,32.73252142801054,32.30642017445656
2006-Feb-16 03:30:00,32.61601800339624,32.21353762077423
2006-Feb-16 03:40:00,32.49949840629807,32.120087004396936
2006-Feb-16 03:50:00,32.382896075310626,32.026049378713914
2006-Feb-16 04:00:00,32.26614599761402,31.93136392806766
2006-Feb-16 04:10:00,32.15024986710076,31.836947814631337
2006-Feb-16 04:20:00,32.034973433532755,31.742626880196198
2006-Feb-16 04:30:00,31.91977262749985,31.64793088141856
2006-Feb-16 04:40:00,31.80446494836785,31.552669999095418
2006-Feb-16 04:50:00,31.68910202855146,31.456903513163812
2006-Feb-16 05:00:00,31.57374521322555,31.360698213214782
2006-Feb-16 05:10:00,31.48770765088977,31.294161169244532
2006-Feb-16 05:20:00,31.394100473907855,31.219990340024925
2006-Feb-16 05:30:00,31.284068334432437,31.127983980216584
2006-Feb-16 05:40:00,31.1683979726295,31.028691879491372
2006-Feb-16 05:50:00,31.054490592777892,30.930340629631
2006-Feb-16 06:00:00,30.942385189224158,30.83356151358533
2006-Feb-16 06:10:00,31.49174412101425,31.393335159812437
2006-Feb-16 06:20:00,31.945409671077016,31.921239650625658
2006-Feb-16 06:30:00,32.092313582223504,32.1421993208099
2006-Feb-16 06:40:00,32.065881766972474,32.15473812214161
2006-Feb-16 06:50:00,32.01274853073862,32.110884114583804
2006-Feb-16 07:00:00,31.98840024996961,32.08453700070381
2006-Feb-16 07:10:00,32.16010937002758,32.25062837493945
2006-Feb-16 07:20:00,32.34786986536675,32.411660168896866
2006-Feb-16 07:30:00,32.44642786655671,32.46895213228317
2006-Feb-16 07:40:00,32.47747198352578,32.46190334370898
2006-Feb-16 07:50:00,32.4976166165485,32.447847971614145
2006-Feb-16 08:00:00,32.534601230016875,32.446107482277526
2006-Feb-16 08:10:00,33.31525833725007,33.17758226234112
2006-Feb-16 08:20:00,33.552919422123566,33.37261452603008
2006-Feb-16 08:30:00,33.79915824441614,33.55298894672867
2006-Feb-16 08:40:00,34.04301348859736,33.720808077706806
2006-Feb-16 08:50:00,34.21579527991944,33.81799660266098
2006-Feb-16 09:00:00,34.345780348387514,33.86893784421026
2006-Feb-16 09:10:00,34.499551653385495,33.92870953628864
2006-Feb-16 09:20:00,34.68564683164684,34.005269205273855
2006-Feb-16 09:30:00,34.88620627528516,34.08507014603229
2006-Feb-16 09:40:00,35.08792022935032,34.1607341759792
2006-Feb-16 09:50:00,35.28991218287187,34.23362183249299
2006-Feb-16 10:00:00,35.49643420129341,34.30666461009185
2006-Feb-16 10:10:00,35.69188554896661,34.37089086737703
2006-Feb-16 10:20:00,35.88079945528083,34.42856385904781
2006-Feb-16 10:30:00,36.073186518289525,34.485060393000516
2006-Feb-16 10:40:00,36.26929334483037,34.54252439883615
