Zone Timestep,Environment:Site Diffuse Solar Radiation Rate per Area[W/m2]
2006-Mar-14 10:30:00,310.0
2006-Mar-14 10:40:00,327.5
2006-Mar-14 10:50:00,345.0
2006-Mar-14 11:00:00,362.5
2006-Mar-14 11:10:00,380.0
2006-Mar-14 11:20:00,397.5
2006-Mar-14 11:30:00,415.0
2006-Mar-14 11:40:00,394.83333333333337
2006-Mar-14 11:50:00,374.66666666666663
2006-Mar-14 12:00:00,354.5
2006-Mar-14 12:10:00,334.33333333333337
2006-Mar-14 12:20:00,314.16666666666663
2006-Mar-14 12:30:00,294.0
2006-Mar-14 12:40:00,322.16666666666663
2006-Mar-14 12:50:00,350.3333333333333
2006-Mar-14 13:00:00,378.5
2006-Mar-14 13:10:00,406.66666666666663
2006-Mar-14 13:20:00,434.83333333333337
2006-Mar-14 13:30:00,463.0
2006-Mar-14 13:40:00,460.83333333333337
2006-Mar-14 13:50:00,458.66666666666663
2006-Mar-14 14:00:00,456.5
2006-Mar-14 14:10:00,454.33333333333337
2006-Mar-14 14:20:00,452.16666666666663
2006-Mar-14 14:30:00,450.0
2006-Mar-14 14:40:00,438.3333333333333
2006-Mar-14 14:50:00,426.6666666666667
2006-Mar-14 15:00:00,415.0
2006-Mar-14 15:10:00,403.33333333333337
2006-Mar-14 15:20:00,391.6666666666667
2006-Mar-14 15:30:00,380.0
2006-Mar-14 15:40:00,362.1666666666667
2006-Mar-14 15:50:00,344.33333333333337
2006-Mar-14 16:00:00,326.5
2006-Mar-14 16:10:00,308.6666666666667
2006-Mar-14 16:20:00,290.8333333333333
2006-Mar-14 16:30:00,273.0
2006-Mar-14 16:40:00,254.83333333333331
2006-Mar-14 16:50:00,236.66666666666669
2006-Mar-14 17:00:00,218.5
2006-Mar-14 17:10:00,200.33333333333331
2006-Mar-14 17:20:00,182.16666666666669
2006-Mar-14 17:30:00,164.0
2006-Mar-14 17:40:00,146.83333333333334
2006-Mar-14 17:50:00,129.66666666666669
2006-Mar-14 18:00:00,112.5
2006-Mar-14 18:10:00,95.33333333333333
2006-Mar-14 18:20:00,78.16666666666666
2006-Mar-14 18:30:00,61.0
2006-Mar-14 18:40:00,50.833333333333336
2006-Mar-14 18:50:00,0.0
2006-Mar-14 19:00:00,0.0
2006-Mar-14 19:10:00,0.0
2006-Mar-14 19:20:00,0.0
2006-Mar-14 19:30:00,0.0
2006-Mar-14 19:40:00,0.0
2006-Mar-14 19:50:00,0.0
2006-Mar-14 20:00:00,0.0
2006-Mar-14 20:10:00,0.0
2006-Mar-14 20:20:00,0.0
2006-Mar-14 20:30:00,0.0
2006-Mar-14 20:40:00,0.0
2006-Mar-14 20:50:00,0.0
2006-Mar-14 21:00:00,0.0
2006-Mar-14 21:10:00,0.0
2006-Mar-14 21:20:00,0.0
2006-Mar-14 21:30:00,0.0
2006-Mar-14 21:40:00,0.0
2006-Mar-14 21:50:00,0.0
2006-Mar-14 22:00:00,0.0
2006-Mar-14 22:10:00,0.0
2006-Mar-14 22:20:00,0.0
2006-Mar-14 22:30:00,0.0
2006-Mar-14 22:40:00,0.0
2006-Mar-14 22:50:00,0.0
2006-Mar-14 23:00:00,0.0
2006-Mar-14 23:10:00,0.0
2006-Mar-14 23:20:00,0.0
2006-Mar-14 23:30:00,0.0
2006-Mar-14 23:40:00,0.0
2006-Mar-14 23:50:00,0.0
2006-Mar-15 00:00:00,0.0
2006-Mar-15 00:10:00,0.0
2006-Mar-15 00:20:00,0.0
2006-Mar-15 00:30:00,0.0
2006-Mar-15 00:40:00,0.0
2006-Mar-15 00:50:00,0.0
2006-Mar-15 01:00:00,0.0
2006-Mar-15 01:10:00,0.0
2006-Mar-15 01:20:00,0.0
2006-Mar-15 01:30:00,0.0
2006-Mar-15 01:40:00,0.0
2006-Mar-15 01:50:00,0.0
2006-Mar-15 02:00:00,0.0
2006-Mar-15 02:10:00,0.0
2006-Mar-15 02:20:00,0.0
2006-Mar-15 02:30:00,0.0
2006-Mar-15 02:40:00,0.0
2006-Mar-15 02:50:00,0.0
2006-Mar-15 03:00:00,0.0
2006-Mar-15 03:10:00,0.0
2006-Mar-15 03:20:00,0.0
2006-Mar-15 03:30:00,0.0
2006-Mar-15 03:40:00,0.0
2006-Mar-15 03:50:00,0.0
2006-Mar-15 04:00:00,0.0
2006-Mar-15 04:10:00,0.0
2006-Mar-15 04:20:00,0.0
2006-Mar-15 04:30:00,0.0
2006-Mar-15 04:40:00,0.0
2006-Mar-15 04:50:00,0.0
2006-Mar-15 05:00:00,0.0
2006-Mar-15 05:10:00,0.0
2006-Mar-15 05:20:00,0.0
2006-Mar-15 05:30:00,0.0
2006-Mar-15 05:40:00,0.0
2006-Mar-15 05:50:00,0.0
2006-Mar-15 06:00:00,0.0
2006-Mar-15 06:10:00,0.0
2006-Mar-15 06:20:00,0.0
2006-Mar-15 06:30:00,0.0
2006-Mar-15 06:40:00,0.0
2006-Mar-15 06:50:00,0.6666666666666665
2006-Mar-15 07:00:00,1.0
2006-Mar-15 07:10:00,1.3333333333333335
2006-Mar-15 07:20:00,1.6666666666666667
2006-Mar-15 07:30:00,2.0
2006-Mar-15 07:40:00,6.166666666666666
2006-Mar-15 07:50:00,10.333333333333332
2006-Mar-15 08:00:00,14.5
2006-Mar-15 08:10:00,18.66666666666667
2006-Mar-15 08:20:00,22.833333333333332
2006-Mar-15 08:30:00,27.0
2006-Mar-15 08:40:00,39.166666666666664
2006-Mar-15 08:50:00,51.33333333333333
2006-Mar-15 09:00:00,63.5
2006-Mar-15 09:10:00,75.66666666666667
2006-Mar-15 09:20:00,87.83333333333334
2006-Mar-15 09:30:00,100.0
2006-Mar-15 09:40:00,108.66666666666667
2006-Mar-15 09:50:00,117.33333333333333
2006-Mar-15 10:00:00,126.0
2006-Mar-15 10:10:00,134.66666666666669
2006-Mar-15 10:20:00,143.33333333333334
2006-Mar-15 10:30:00,152.0
2006-Mar-15 10:40:00,163.66666666666666
2006-Mar-15 10:50:00,175.33333333333331
2006-Mar-15 11:00:00,187.0
2006-Mar-15 11:10:00,198.66666666666669
2006-Mar-15 11:20:00,210.33333333333331
2006-Mar-15 11:30:00,222.0
2006-Mar-15 11:40:00,214.5
2006-Mar-15 11:50:00,207.0
2006-Mar-15 12:00:00,199.5
2006-Mar-15 12:10:00,192.0
2006-Mar-15 12:20:00,184.5
2006-Mar-15 12:30:00,177.0
2006-Mar-15 12:40:00,182.66666666666666
2006-Mar-15 12:50:00,188.33333333333331
2006-Mar-15 13:00:00,194.0
2006-Mar-15 13:10:00,199.66666666666669
2006-Mar-15 13:20:00,205.33333333333334
2006-Mar-15 13:30:00,211.0
2006-Mar-15 13:40:00,215.5
2006-Mar-15 13:50:00,220.0
2006-Mar-15 14:00:00,224.5
2006-Mar-15 14:10:00,229.0
2006-Mar-15 14:20:00,233.5
2006-Mar-15 14:30:00,238.0
2006-Mar-15 14:40:00,234.5
2006-Mar-15 14:50:00,231.0
2006-Mar-15 15:00:00,227.5
2006-Mar-15 15:10:00,224.0
2006-Mar-15 15:20:00,220.5
2006-Mar-15 15:30:00,217.0
2006-Mar-15 15:40:00,222.16666666666666
2006-Mar-15 15:50:00,227.33333333333331
2006-Mar-15 16:00:00,232.5
2006-Mar-15 16:10:00,237.66666666666666
2006-Mar-15 16:20:00,242.83333333333334
2006-Mar-15 16:30:00,248.0
2006-Mar-15 16:40:00,232.66666666666669
2006-Mar-15 16:50:00,217.33333333333331
2006-Mar-15 17:00:00,202.0
2006-Mar-15 17:10:00,186.66666666666666
2006-Mar-15 17:20:00,171.33333333333331
2006-Mar-15 17:30:00,156.0
2006-Mar-15 17:40:00,140.0
2006-Mar-15 17:50:00,124.00000000000001
2006-Mar-15 18:00:00,108.0
2006-Mar-15 18:10:00,92.0
2006-Mar-15 18:20:00,76.0
2006-Mar-15 18:30:00,60.0
2006-Mar-15 18:40:00,50.0
2006-Mar-15 18:50:00,0.0
2006-Mar-15 19:00:00,0.0
2006-Mar-15 19:10:00,0.0
2006-Mar-15 19:20:00,0.0
2006-Mar-15 19:30:00,0.0
2006-Mar-15 19:40:00,0.0
2006-Mar-15 19:50:00,0.0
2006-Mar-15 20:00:00,0.0
2006-Mar-15 20:10:00,0.0
2006-Mar-15 20:20:00,0.0
2006-Mar-15 20:30:00,0.0
2006-Mar-15 20:40:00,0.0
2006-Mar-15 20:50:00,0.0
2006-Mar-15 21:00:00,0.0
2006-Mar-15 21:10:00,0.0
2006-Mar-15 21:20:00,0.0
2006-Mar-15 21:30:00,0.0
2006-Mar-15 21:40:00,0.0
2006-Mar-15 21:50:00,0.0
2006-Mar-15 22:00:00,0.0
2006-Mar-15 22:10:00,0.0
2006-Mar-15 22:20:00,0.0
2006-Mar-15 22:30:00,0.0
2006-Mar-15 22:40:00,0.0
2006-Mar-15 22:50:00,0.0
2006-Mar-15 23:00:00,0.0
2006-Mar-15 23:10:00,0.0
2006-Mar-15 23:20:00,0.0
2006-Mar-15 23:30:00,0.0
2006-Mar-15 23:40:00,0.0
2006-Mar-15 23:50:00,0.0
2006-Mar-16 00:00:00,0.0
2006-Mar-16 00:10:00,0.0
2006-Mar-16 00:20:00,0.0
2006-Mar-16 00:30:00,0.0
2006-Mar-16 00:40:00,0.0
2006-Mar-16 00:50:00,0.0
2006-Mar-16 01:00:00,0.0
2006-Mar-16 01:10:00,0.0
2006-Mar-16 01:20:00,0.0
2006-Mar-16 01:30:00,0.0
2006-Mar-16 01:40:00,0.0
2006-Mar-16 01:50:00,0.0
2006-Mar-16 02:00:00,0.0
2006-Mar-16 02:10:00,0.0
2006-Mar-16 02:20:00,0.0
2006-Mar-16 02:30:00,0.0
2006-Mar-16 02:40:00,0.0
2006-Mar-16 02:50:00,0.0
2006-Mar-16 03:00:00,0.0
2006-Mar-16 03:10:00,0.0
2006-Mar-16 03:20:00,0.0
2006-Mar-16 03:30:00,0.0
2006-Mar-16 03:40:00,0.0
2006-Mar-16 03:50:00,0.0
2006-Mar-16 04:00:00,0.0
2006-Mar-16 04:10:00,0.0
2006-Mar-16 04:20:00,0.0
2006-Mar-16 04:30:00,0.0
2006-Mar-16 04:40:00,0.0
2006-Mar-16 04:50:00,0.0
2006-Mar-16 05:00:00,0.0
2006-Mar-16 05:10:00,0.0
2006-Mar-16 05:20:00,0.0
2006-Mar-16 05:30:00,0.0
2006-Mar-16 05:40:00,0.0
2006-Mar-16 05:50:00,0.0
2006-Mar-16 06:00:00,0.0
2006-Mar-16 06:10:00,0.0
2006-Mar-16 06:20:00,0.0
2006-Mar-16 06:30:00,0.0
2006-Mar-16 06:40:00,0.0
2006-Mar-16 06:50:00,0.6666666666666665
2006-Mar-16 07:00:00,1.0
2006-Mar-16 07:10:00,1.3333333333333335
2006-Mar-16 07:20:00,1.6666666666666667
2006-Mar-16 07:30:00,2.0
2006-Mar-16 07:40:00,8.833333333333332
2006-Mar-16 07:50:00,15.666666666666664
2006-Mar-16 08:00:00,22.5
2006-Mar-16 08:10:00,29.33333333333334
2006-Mar-16 08:20:00,36.16666666666667
2006-Mar-16 08:30:00,43.0
2006-Mar-16 08:40:00,43.666666666666664
2006-Mar-16 08:50:00,44.333333333333336
2006-Mar-16 09:00:00,45.0
2006-Mar-16 09:10:00,45.666666666666664
2006-Mar-16 09:20:00,46.333333333333336
2006-Mar-16 09:30:00,47.0
2006-Mar-16 09:40:00,61.16666666666667
2006-Mar-16 09:50:00,75.33333333333333
2006-Mar-16 10:00:00,89.5
2006-Mar-16 10:10:00,103.66666666666667
2006-Mar-16 10:20:00,117.83333333333333
2006-Mar-16 10:30:00,132.0
2006-Mar-16 10:40:00,132.5
2006-Mar-16 10:50:00,133.0
2006-Mar-16 11:00:00,133.5
2006-Mar-16 11:10:00,134.0
2006-Mar-16 11:20:00,134.5
2006-Mar-16 11:30:00,135.0
2006-Mar-16 11:40:00,138.0
2006-Mar-16 11:50:00,141.0
2006-Mar-16 12:00:00,144.0
2006-Mar-16 12:10:00,147.0
2006-Mar-16 12:20:00,150.0
2006-Mar-16 12:30:00,153.0
2006-Mar-16 12:40:00,163.33333333333331
2006-Mar-16 12:50:00,173.66666666666669
2006-Mar-16 13:00:00,184.0
2006-Mar-16 13:10:00,194.33333333333331
2006-Mar-16 13:20:00,204.66666666666669
2006-Mar-16 13:30:00,215.0
2006-Mar-16 13:40:00,219.16666666666669
2006-Mar-16 13:50:00,223.33333333333331
2006-Mar-16 14:00:00,227.5
2006-Mar-16 14:10:00,231.66666666666669
2006-Mar-16 14:20:00,235.83333333333331
2006-Mar-16 14:30:00,240.0
2006-Mar-16 14:40:00,243.5
2006-Mar-16 14:50:00,247.0
2006-Mar-16 15:00:00,250.5
2006-Mar-16 15:10:00,254.0
2006-Mar-16 15:20:00,257.5
2006-Mar-16 15:30:00,261.0
2006-Mar-16 15:40:00,261.66666666666663
2006-Mar-16 15:50:00,262.33333333333337
2006-Mar-16 16:00:00,263.0
2006-Mar-16 16:10:00,263.6666666666667
2006-Mar-16 16:20:00,264.3333333333333
2006-Mar-16 16:30:00,265.0
2006-Mar-16 16:40:00,246.33333333333334
2006-Mar-16 16:50:00,227.66666666666669
2006-Mar-16 17:00:00,209.0
2006-Mar-16 17:10:00,190.33333333333331
2006-Mar-16 17:20:00,171.66666666666666
2006-Mar-16 17:30:00,153.0
2006-Mar-16 17:40:00,138.66666666666666
2006-Mar-16 17:50:00,124.33333333333334
2006-Mar-16 18:00:00,110.0
2006-Mar-16 18:10:00,95.66666666666666
2006-Mar-16 18:20:00,81.33333333333333
2006-Mar-16 18:30:00,67.0
2006-Mar-16 18:40:00,55.833333333333336
2006-Mar-16 18:50:00,0.0
2006-Mar-16 19:00:00,0.0
2006-Mar-16 19:10:00,0.0
2006-Mar-16 19:20:00,0.0
2006-Mar-16 19:30:00,0.0
2006-Mar-16 19:40:00,0.0
2006-Mar-16 19:50:00,0.0
2006-Mar-16 20:00:00,0.0
2006-Mar-16 20:10:00,0.0
2006-Mar-16 20:20:00,0.0
2006-Mar-16 20:30:00,0.0
2006-Mar-16 20:40:00,0.0
2006-Mar-16 20:50:00,0.0
2006-Mar-16 21:00:00,0.0
2006-Mar-16 21:10:00,0.0
2006-Mar-16 21:20:00,0.0
2006-Mar-16 21:30:00,0.0
2006-Mar-16 21:40:00,0.0
2006-Mar-16 21:50:00,0.0
2006-Mar-16 22:00:00,0.0
2006-Mar-16 22:10:00,0.0
2006-Mar-16 22:20:00,0.0
2006-Mar-16 22:30:00,0.0
2006-Mar-16 22:40:00,0.0
2006-Mar-16 22:50:00,0.0
2006-Mar-16 23:00:00,0.0
2006-Mar-16 23:10:00,0.0
2006-Mar-16 23:20:00,0.0
2006-Mar-16 23:30:00,0.0
2006-Mar-16 23:40:00,0.0
2006-Mar-16 23:50:00,0.0
2006-Mar-17 00:00:00,0.0
2006-Mar-17 00:10:00,0.0
2006-Mar-17 00:20:00,0.0
2006-Mar-17 00:30:00,0.0
2006-Mar-17 00:40:00,0.0
2006-Mar-17 00:50:00,0.0
2006-Mar-17 01:00:00,0.0
2006-Mar-17 01:10:00,0.0
2006-Mar-17 01:20:00,0.0
2006-Mar-17 01:30:00,0.0
2006-Mar-17 01:40:00,0.0
2006-Mar-17 01:50:00,0.0
2006-Mar-17 02:00:00,0.0
2006-Mar-17 02:10:00,0.0
2006-Mar-17 02:20:00,0.0
2006-Mar-17 02:30:00,0.0
2006-Mar-17 02:40:00,0.0
2006-Mar-17 02:50:00,0.0
2006-Mar-17 03:00:00,0.0
2006-Mar-17 03:10:00,0.0
2006-Mar-17 03:20:00,0.0
2006-Mar-17 03:30:00,0.0
2006-Mar-17 03:40:00,0.0
2006-Mar-17 03:50:00,0.0
2006-Mar-17 04:00:00,0.0
2006-Mar-17 04:10:00,0.0
2006-Mar-17 04:20:00,0.0
2006-Mar-17 04:30:00,0.0
2006-Mar-17 04:40:00,0.0
2006-Mar-17 04:50:00,0.0
2006-Mar-17 05:00:00,0.0
2006-Mar-17 05:10:00,0.0
2006-Mar-17 05:20:00,0.0
2006-Mar-17 05:30:00,0.0
2006-Mar-17 05:40:00,0.0
2006-Mar-17 05:50:00,0.0
2006-Mar-17 06:00:00,0.0
2006-Mar-17 06:10:00,0.0
2006-Mar-17 06:20:00,0.0
2006-Mar-17 06:30:00,0.0
2006-Mar-17 06:40:00,0.0
2006-Mar-17 06:50:00,8.999999999999998
2006-Mar-17 07:00:00,13.5
2006-Mar-17 07:10:00,18.000000000000004
2006-Mar-17 07:20:00,22.5
2006-Mar-17 07:30:00,27.0
2006-Mar-17 07:40:00,31.666666666666664
2006-Mar-17 07:50:00,36.33333333333333
2006-Mar-17 08:00:00,41.0
2006-Mar-17 08:10:00,45.66666666666667
2006-Mar-17 08:20:00,50.333333333333336
2006-Mar-17 08:30:00,55.0
2006-Mar-17 08:40:00,59.0
2006-Mar-17 08:50:00,63.0
2006-Mar-17 09:00:00,67.0
2006-Mar-17 09:10:00,71.0
2006-Mar-17 09:20:00,75.0
2006-Mar-17 09:30:00,79.0
2006-Mar-17 09:40:00,81.0
2006-Mar-17 09:50:00,83.0
2006-Mar-17 10:00:00,85.0
2006-Mar-17 10:10:00,87.0
2006-Mar-17 10:20:00,89.0
2006-Mar-17 10:30:00,91.0
2006-Mar-17 10:40:00,118.33333333333334
2006-Mar-17 10:50:00,145.66666666666666
2006-Mar-17 11:00:00,173.0
2006-Mar-17 11:10:00,200.33333333333334
2006-Mar-17 11:20:00,227.66666666666666
2006-Mar-17 11:30:00,255.0
2006-Mar-17 11:40:00,259.5
2006-Mar-17 11:50:00,264.0
2006-Mar-17 12:00:00,268.5
2006-Mar-17 12:10:00,273.0
2006-Mar-17 12:20:00,277.5
2006-Mar-17 12:30:00,282.0
2006-Mar-17 12:40:00,295.66666666666663
2006-Mar-17 12:50:00,309.3333333333333
2006-Mar-17 13:00:00,323.0
2006-Mar-17 13:10:00,336.6666666666667
2006-Mar-17 13:20:00,350.33333333333337
2006-Mar-17 13:30:00,364.0
2006-Mar-17 13:40:00,369.83333333333337
2006-Mar-17 13:50:00,375.66666666666663
2006-Mar-17 14:00:00,381.5
2006-Mar-17 14:10:00,387.33333333333337
2006-Mar-17 14:20:00,393.16666666666663
2006-Mar-17 14:30:00,399.0
2006-Mar-17 14:40:00,392.66666666666663
2006-Mar-17 14:50:00,386.33333333333337
2006-Mar-17 15:00:00,380.0
2006-Mar-17 15:10:00,373.66666666666663
2006-Mar-17 15:20:00,367.33333333333337
2006-Mar-17 15:30:00,361.0
2006-Mar-17 15:40:00,336.33333333333337
2006-Mar-17 15:50:00,311.6666666666667
2006-Mar-17 16:00:00,287.0
2006-Mar-17 16:10:00,262.3333333333333
2006-Mar-17 16:20:00,237.66666666666666
2006-Mar-17 16:30:00,213.0
2006-Mar-17 16:40:00,198.66666666666666
2006-Mar-17 16:50:00,184.33333333333334
2006-Mar-17 17:00:00,170.0
2006-Mar-17 17:10:00,155.66666666666666
2006-Mar-17 17:20:00,141.33333333333334
2006-Mar-17 17:30:00,127.0
2006-Mar-17 17:40:00,116.83333333333334
2006-Mar-17 17:50:00,106.66666666666667
2006-Mar-17 18:00:00,96.5
2006-Mar-17 18:10:00,86.33333333333333
2006-Mar-17 18:20:00,76.16666666666666
2006-Mar-17 18:30:00,66.0
2006-Mar-17 18:40:00,55.0
2006-Mar-17 18:50:00,0.0
2006-Mar-17 19:00:00,0.0
2006-Mar-17 19:10:00,0.0
2006-Mar-17 19:20:00,0.0
2006-Mar-17 19:30:00,0.0
2006-Mar-17 19:40:00,0.0
2006-Mar-17 19:50:00,0.0
2006-Mar-17 20:00:00,0.0
2006-Mar-17 20:10:00,0.0
2006-Mar-17 20:20:00,0.0
2006-Mar-17 20:30:00,0.0
2006-Mar-17 20:40:00,0.0
2006-Mar-17 20:50:00,0.0
2006-Mar-17 21:00:00,0.0
2006-Mar-17 21:10:00,0.0
2006-Mar-17 21:20:00,0.0
2006-Mar-17 21:30:00,0.0
2006-Mar-17 21:40:00,0.0
2006-Mar-17 21:50:00,0.0
2006-Mar-17 22:00:00,0.0
2006-Mar-17 22:10:00,0.0
2006-Mar-17 22:20:00,0.0
2006-Mar-17 22:30:00,0.0
2006-Mar-17 22:40:00,0.0
2006-Mar-17 22:50:00,0.0
2006-Mar-17 23:00:00,0.0
2006-Mar-17 23:10:00,0.0
2006-Mar-17 23:20:00,0.0
2006-Mar-17 23:30:00,0.0
2006-Mar-17 23:40:00,0.0
2006-Mar-17 23:50:00,0.0
2006-Mar-18 00:00:00,0.0
2006-Mar-18 00:10:00,0.0
2006-Mar-18 00:20:00,0.0
2006-Mar-18 00:30:00,0.0
2006-Mar-18 00:40:00,0.0
2006-Mar-18 00:50:00,0.0
2006-Mar-18 01:00:00,0.0
2006-Mar-18 01:10:00,0.0
2006-Mar-18 01:20:00,0.0
2006-Mar-18 01:30:00,0.0
2006-Mar-18 01:40:00,0.0
2006-Mar-18 01:50:00,0.0
2006-Mar-18 02:00:00,0.0
2006-Mar-18 02:10:00,0.0
2006-Mar-18 02:20:00,0.0
2006-Mar-18 02:30:00,0.0
2006-Mar-18 02:40:00,0.0
2006-Mar-18 02:50:00,0.0
2006-Mar-18 03:00:00,0.0
2006-Mar-18 03:10:00,0.0
2006-Mar-18 03:20:00,0.0
2006-Mar-18 03:30:00,0.0
2006-Mar-18 03:40:00,0.0
2006-Mar-18 03:50:00,0.0
2006-Mar-18 04:00:00,0.0
2006-Mar-18 04:10:00,0.0
2006-Mar-18 04:20:00,0.0
2006-Mar-18 04:30:00,0.0
2006-Mar-18 04:40:00,0.0
2006-Mar-18 04:50:00,0.0
2006-Mar-18 05:00:00,0.0
2006-Mar-18 05:10:00,0.0
2006-Mar-18 05:20:00,0.0
2006-Mar-18 05:30:00,0.0
2006-Mar-18 05:40:00,0.0
2006-Mar-18 05:50:00,0.0
2006-Mar-18 06:00:00,0.0
2006-Mar-18 06:10:00,0.0
2006-Mar-18 06:20:00,0.0
2006-Mar-18 06:30:00,0.0
2006-Mar-18 06:40:00,0.0
2006-Mar-18 06:50:00,9.333333333333332
2006-Mar-18 07:00:00,14.0
2006-Mar-18 07:10:00,18.666666666666668
2006-Mar-18 07:20:00,23.333333333333336
2006-Mar-18 07:30:00,28.0
2006-Mar-18 07:40:00,32.66666666666667
2006-Mar-18 07:50:00,37.33333333333333
2006-Mar-18 08:00:00,42.0
2006-Mar-18 08:10:00,46.66666666666667
2006-Mar-18 08:20:00,51.333333333333336
2006-Mar-18 08:30:00,56.0
2006-Mar-18 08:40:00,59.5
2006-Mar-18 08:50:00,63.0
2006-Mar-18 09:00:00,66.5
2006-Mar-18 09:10:00,70.0
2006-Mar-18 09:20:00,73.5
2006-Mar-18 09:30:00,77.0
2006-Mar-18 09:40:00,79.33333333333333
2006-Mar-18 09:50:00,81.66666666666666
2006-Mar-18 10:00:00,84.0
2006-Mar-18 10:10:00,86.33333333333333
2006-Mar-18 10:20:00,88.66666666666667
2006-Mar-18 10:30:00,91.0
2006-Mar-18 10:40:00,92.66666666666667
2006-Mar-18 10:50:00,94.33333333333333
2006-Mar-18 11:00:00,96.0
2006-Mar-18 11:10:00,97.66666666666667
2006-Mar-18 11:20:00,99.33333333333333
2006-Mar-18 11:30:00,101.0
2006-Mar-18 11:40:00,102.16666666666667
2006-Mar-18 11:50:00,103.33333333333334
2006-Mar-18 12:00:00,104.5
2006-Mar-18 12:10:00,105.66666666666667
2006-Mar-18 12:20:00,106.83333333333333
2006-Mar-18 12:30:00,108.0
2006-Mar-18 12:40:00,108.83333333333333
2006-Mar-18 12:50:00,109.66666666666667
2006-Mar-18 13:00:00,110.5
2006-Mar-18 13:10:00,111.33333333333334
2006-Mar-18 13:20:00,112.16666666666667
2006-Mar-18 13:30:00,113.0
2006-Mar-18 13:40:00,113.66666666666667
2006-Mar-18 13:50:00,114.33333333333334
2006-Mar-18 14:00:00,115.0
2006-Mar-18 14:10:00,115.66666666666667
2006-Mar-18 14:20:00,116.33333333333333
2006-Mar-18 14:30:00,117.0
2006-Mar-18 14:40:00,116.5
2006-Mar-18 14:50:00,116.0
2006-Mar-18 15:00:00,115.5
2006-Mar-18 15:10:00,115.0
2006-Mar-18 15:20:00,114.5
2006-Mar-18 15:30:00,114.0
2006-Mar-18 15:40:00,112.5
2006-Mar-18 15:50:00,111.0
2006-Mar-18 16:00:00,109.5
2006-Mar-18 16:10:00,108.0
2006-Mar-18 16:20:00,106.5
2006-Mar-18 16:30:00,105.0
2006-Mar-18 16:40:00,102.16666666666666
2006-Mar-18 16:50:00,99.33333333333334
2006-Mar-18 17:00:00,96.5
2006-Mar-18 17:10:00,93.66666666666666
2006-Mar-18 17:20:00,90.83333333333334
2006-Mar-18 17:30:00,88.0
2006-Mar-18 17:40:00,81.16666666666667
2006-Mar-18 17:50:00,74.33333333333333
2006-Mar-18 18:00:00,67.5
2006-Mar-18 18:10:00,60.666666666666664
2006-Mar-18 18:20:00,53.833333333333336
2006-Mar-18 18:30:00,47.0
2006-Mar-18 18:40:00,39.16666666666667
2006-Mar-18 18:50:00,0.0
2006-Mar-18 19:00:00,0.0
2006-Mar-18 19:10:00,0.0
2006-Mar-18 19:20:00,0.0
2006-Mar-18 19:30:00,0.0
2006-Mar-18 19:40:00,0.0
2006-Mar-18 19:50:00,0.0
2006-Mar-18 20:00:00,0.0
2006-Mar-18 20:10:00,0.0
2006-Mar-18 20:20:00,0.0
2006-Mar-18 20:30:00,0.0
2006-Mar-18 20:40:00,0.0
2006-Mar-18 20:50:00,0.0
2006-Mar-18 21:00:00,0.0
2006-Mar-18 21:10:00,0.0
2006-Mar-18 21:20:00,0.0
2006-Mar-18 21:30:00,0.0
2006-Mar-18 21:40:00,0.0
2006-Mar-18 21:50:00,0.0
2006-Mar-18 22:00:00,0.0
2006-Mar-18 22:10:00,0.0
2006-Mar-18 22:20:00,0.0
2006-Mar-18 22:30:00,0.0
2006-Mar-18 22:40:00,0.0
2006-Mar-18 22:50:00,0.0
2006-Mar-18 23:00:00,0.0
2006-Mar-18 23:10:00,0.0
2006-Mar-18 23:20:00,0.0
2006-Mar-18 23:30:00,0.0
2006-Mar-18 23:40:00,0.0
2006-Mar-18 23:50:00,0.0
2006-Mar-19 00:00:00,0.0
2006-Mar-19 00:10:00,0.0
2006-Mar-19 00:20:00,0.0
2006-Mar-19 00:30:00,0.0
2006-Mar-19 00:40:00,0.0
2006-Mar-19 00:50:00,0.0
2006-Mar-19 01:00:00,0.0
2006-Mar-19 01:10:00,0.0
2006-Mar-19 01:20:00,0.0
2006-Mar-19 01:30:00,0.0
2006-Mar-19 01:40:00,0.0
2006-Mar-19 01:50:00,0.0
2006-Mar-19 02:00:00,0.0
2006-Mar-19 02:10:00,0.0
2006-Mar-19 02:20:00,0.0
2006-Mar-19 02:30:00,0.0
2006-Mar-19 02:40:00,0.0
2006-Mar-19 02:50:00,0.0
2006-Mar-19 03:00:00,0.0
2006-Mar-19 03:10:00,0.0
2006-Mar-19 03:20:00,0.0
2006-Mar-19 03:30:00,0.0
2006-Mar-19 03:40:00,0.0
2006-Mar-19 03:50:00,0.0
2006-Mar-19 04:00:00,0.0
2006-Mar-19 04:10:00,0.0
2006-Mar-19 04:20:00,0.0
2006-Mar-19 04:30:00,0.0
2006-Mar-19 04:40:00,0.0
2006-Mar-19 04:50:00,0.0
2006-Mar-19 05:00:00,0.0
2006-Mar-19 05:10:00,0.0
2006-Mar-19 05:20:00,0.0
2006-Mar-19 05:30:00,0.0
2006-Mar-19 05:40:00,0.0
2006-Mar-19 05:50:00,0.0
2006-Mar-19 06:00:00,0.0
2006-Mar-19 06:10:00,0.0
2006-Mar-19 06:20:00,0.0
2006-Mar-19 06:30:00,0.0
2006-Mar-19 06:40:00,0.0
2006-Mar-19 06:50:00,9.666666666666664
