Zone Timestep,THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy[J]
2006-Feb-17 09:20:00,190931.0907898267
2006-Feb-17 09:30:00,206622.42783482184
2006-Feb-17 09:40:00,219899.79421633677
2006-Feb-17 09:50:00,231137.9596527816
2006-Feb-17 10:00:00,240607.56230024874
2006-Feb-17 10:10:00,247420.40297529477
2006-Feb-17 10:20:00,252573.77381847717
2006-Feb-17 10:30:00,256237.65038791852
2006-Feb-17 10:40:00,257718.1595146971
2006-Feb-17 10:50:00,256794.7022082337
2006-Feb-17 11:00:00,254482.07503892243
2006-Feb-17 11:10:00,250707.40804401442
2006-Feb-17 11:20:00,245662.3617998363
2006-Feb-17 11:30:00,239545.69873476122
2006-Feb-17 11:40:00,232307.37427302205
2006-Feb-17 11:50:00,224279.50012597223
2006-Feb-17 12:00:00,215720.4871030734
2006-Feb-17 12:10:00,206882.29740405822
2006-Feb-17 12:20:00,198131.32301221363
2006-Feb-17 12:30:00,189841.06707525093
2006-Feb-17 12:40:00,182298.80171936308
2006-Feb-17 12:50:00,175993.91383801683
2006-Feb-17 13:00:00,172125.29248680308
2006-Feb-17 13:10:00,169523.62084702155
2006-Feb-17 13:20:00,168164.6867883836
2006-Feb-17 13:30:00,167745.55688596892
2006-Feb-17 13:40:00,167981.79225098388
2006-Feb-17 13:50:00,168856.0708982461
2006-Feb-17 14:00:00,170238.31719146363
2006-Feb-17 14:10:00,172136.0432391312
2006-Feb-17 14:20:00,174421.5180534987
2006-Feb-17 14:30:00,176943.3296508006
2006-Feb-17 14:40:00,179562.08770644403
2006-Feb-17 14:50:00,182204.1312640987
2006-Feb-17 15:00:00,184856.8542166125
2006-Feb-17 15:10:00,187382.60188663827
2006-Feb-17 15:20:00,189599.68731977025
2006-Feb-17 15:30:00,191823.2854518692
2006-Feb-17 15:40:00,193712.14399201708
2006-Feb-17 15:50:00,195310.46705546338
2006-Feb-17 16:00:00,196623.0201325125
2006-Feb-17 16:10:00,197573.6152373151
2006-Feb-17 16:20:00,198220.88880626782
2006-Feb-17 16:30:00,198567.61050666025
2006-Feb-17 16:40:00,197730.72808318064
2006-Feb-17 16:50:00,195181.9372241632
2006-Feb-17 17:00:00,192153.93738350557
2006-Feb-17 17:10:00,189171.42273871292
2006-Feb-17 17:20:00,185842.25877409268
2006-Feb-17 17:30:00,182288.46633700668
2006-Feb-17 17:40:00,178066.63500457583
2006-Feb-17 17:50:00,173400.93756062762
2006-Feb-17 18:00:00,168389.46100628792
2006-Feb-17 18:10:00,162918.0597279291
2006-Feb-17 18:20:00,157093.82052963373
2006-Feb-17 18:30:00,150887.72010271822
2006-Feb-17 18:40:00,139416.90795607565
2006-Feb-17 18:50:00,131432.08870834328
2006-Feb-17 19:00:00,125474.8457171896
2006-Feb-17 19:10:00,120478.16321870015
2006-Feb-17 19:20:00,116437.45135339952
2006-Feb-17 19:30:00,113069.89757325967
2006-Feb-17 19:40:00,110261.79179404113
2006-Feb-17 19:50:00,107862.27359561156
2006-Feb-17 20:00:00,105822.00203095604
2006-Feb-17 20:10:00,103923.03499291232
2006-Feb-17 20:20:00,102204.74821174648
2006-Feb-17 20:30:00,100627.33379329382
2006-Feb-17 20:40:00,99159.47698305942
2006-Feb-17 20:50:00,97736.05225879648
2006-Feb-17 21:00:00,96329.70902389233
2006-Feb-17 21:10:00,94969.97569439215
2006-Feb-17 21:20:00,93632.30651520568
2006-Feb-17 21:30:00,92242.70381148158
2006-Feb-17 21:40:00,90804.08812009219
2006-Feb-17 21:50:00,89324.16498706483
2006-Feb-17 22:00:00,87795.87988388637
2006-Feb-17 22:10:00,86244.15544768414
2006-Feb-17 22:20:00,84655.82441110698
2006-Feb-17 22:30:00,83032.45512197616
2006-Feb-17 22:40:00,81367.00059510642
2006-Feb-17 22:50:00,79665.15507349223
2006-Feb-17 23:00:00,77922.20611393623
2006-Feb-17 23:10:00,76121.65764029785
2006-Feb-17 23:20:00,74270.45389337213
2006-Feb-17 23:30:00,72380.49833556301
2006-Feb-17 23:40:00,70451.29213336328
2006-Feb-17 23:50:00,68473.80834959215
2006-Feb-18 00:00:00,66464.67742262284
2006-Feb-18 00:10:00,0.0
2006-Feb-18 00:20:00,0.0
2006-Feb-18 00:30:00,0.0
2006-Feb-18 00:40:00,0.0
2006-Feb-18 00:50:00,0.0
2006-Feb-18 01:00:00,0.0
2006-Feb-18 01:10:00,0.0
2006-Feb-18 01:20:00,0.0
2006-Feb-18 01:30:00,0.0
2006-Feb-18 01:40:00,0.0
2006-Feb-18 01:50:00,0.0
2006-Feb-18 02:00:00,0.0
2006-Feb-18 02:10:00,0.0
2006-Feb-18 02:20:00,0.0
2006-Feb-18 02:30:00,0.0
2006-Feb-18 02:40:00,0.0
2006-Feb-18 02:50:00,0.0
2006-Feb-18 03:00:00,0.0
2006-Feb-18 03:10:00,0.0
2006-Feb-18 03:20:00,0.0
2006-Feb-18 03:30:00,0.0
2006-Feb-18 03:40:00,0.0
2006-Feb-18 03:50:00,0.0
2006-Feb-18 04:00:00,0.0
2006-Feb-18 04:10:00,0.0
2006-Feb-18 04:20:00,0.0
2006-Feb-18 04:30:00,0.0
2006-Feb-18 04:40:00,0.0
2006-Feb-18 04:50:00,0.0
2006-Feb-18 05:00:00,0.0
2006-Feb-18 05:10:00,0.0
2006-Feb-18 05:20:00,0.0
2006-Feb-18 05:30:00,0.0
2006-Feb-18 05:40:00,0.0
2006-Feb-18 05:50:00,0.0
2006-Feb-18 06:00:00,0.0
2006-Feb-18 06:10:00,0.0
2006-Feb-18 06:20:00,0.0
2006-Feb-18 06:30:00,0.0
2006-Feb-18 06:40:00,0.0
2006-Feb-18 06:50:00,0.0
2006-Feb-18 07:00:00,0.0
2006-Feb-18 07:10:00,0.0
2006-Feb-18 07:20:00,0.0
2006-Feb-18 07:30:00,0.0
2006-Feb-18 07:40:00,0.0
2006-Feb-18 07:50:00,0.0
2006-Feb-18 08:00:00,0.0
2006-Feb-18 08:10:00,9014.021260043533
2006-Feb-18 08:20:00,27531.61802890161
2006-Feb-18 08:30:00,38396.53505288098
2006-Feb-18 08:40:00,57072.54507455175
2006-Feb-18 08:50:00,74125.70325301669
2006-Feb-18 09:00:00,91181.56056475519
2006-Feb-18 09:10:00,109285.92795326242
2006-Feb-18 09:20:00,127273.79550323776
2006-Feb-18 09:30:00,144905.49570870784
2006-Feb-18 09:40:00,160477.99739931428
2006-Feb-18 09:50:00,174222.96451350758
2006-Feb-18 10:00:00,186290.60149169393
2006-Feb-18 10:10:00,195716.10413764245
2006-Feb-18 10:20:00,203422.2634142462
2006-Feb-18 10:30:00,209418.33340105356
2006-Feb-18 10:40:00,213120.30302660898
2006-Feb-18 10:50:00,214888.25209523825
2006-Feb-18 11:00:00,214917.63336301435
2006-Feb-18 11:10:00,213496.25046040653
2006-Feb-18 11:20:00,210596.42703882765
2006-Feb-18 11:30:00,206529.0390039236
2006-Feb-18 11:40:00,201012.75621819883
2006-Feb-18 11:50:00,194446.95218552303
2006-Feb-18 12:00:00,186643.85230595132
2006-Feb-18 12:10:00,178175.7674564232
2006-Feb-18 12:20:00,169595.4151221092
2006-Feb-18 12:30:00,161257.25503897166
2006-Feb-18 12:40:00,153514.1271068255
2006-Feb-18 12:50:00,146895.18161719842
2006-Feb-18 13:00:00,142645.5425046924
2006-Feb-18 13:10:00,141036.30387147743
2006-Feb-18 13:20:00,140938.3362488675
2006-Feb-18 13:30:00,141938.72736161677
2006-Feb-18 13:40:00,143828.9189775042
2006-Feb-18 13:50:00,146424.3182049602
2006-Feb-18 14:00:00,149642.45768928598
2006-Feb-18 14:10:00,152011.6707893175
2006-Feb-18 14:20:00,154616.98771266633
2006-Feb-18 14:30:00,157349.6984457957
2006-Feb-18 14:40:00,160047.7209754401
2006-Feb-18 14:50:00,162692.96639145617
2006-Feb-18 15:00:00,165306.05097858398
2006-Feb-18 15:10:00,168801.57463587268
2006-Feb-18 15:20:00,172365.249932897
2006-Feb-18 15:30:00,175959.8969513268
2006-Feb-18 15:40:00,179287.58956510646
2006-Feb-18 15:50:00,182416.00576040943
2006-Feb-18 16:00:00,185341.19659457958
2006-Feb-18 16:10:00,186861.9977461015
2006-Feb-18 16:20:00,188142.48295018845
2006-Feb-18 16:30:00,189009.68366879798
2006-Feb-18 16:40:00,189221.34921265714
2006-Feb-18 16:50:00,188809.47157803056
2006-Feb-18 17:00:00,187834.2341647775
2006-Feb-18 17:10:00,185757.48136467897
2006-Feb-18 17:20:00,183081.47468363546
2006-Feb-18 17:30:00,179901.29066618625
2006-Feb-18 17:40:00,175140.58628080293
2006-Feb-18 17:50:00,169017.2627362449
2006-Feb-18 18:00:00,162377.55980242952
2006-Feb-18 18:10:00,155674.58856366106
2006-Feb-18 18:20:00,147987.27234673346
2006-Feb-18 18:30:00,139120.3291918401
2006-Feb-18 18:40:00,127263.05008289023
2006-Feb-18 18:50:00,118715.61827818197
2006-Feb-18 19:00:00,112183.86029481345
2006-Feb-18 19:10:00,106930.16585646116
2006-Feb-18 19:20:00,102730.77950422552
2006-Feb-18 19:30:00,99205.31291017302
2006-Feb-18 19:40:00,96257.46891557894
2006-Feb-18 19:50:00,93724.91411889363
2006-Feb-18 20:00:00,91466.47754974737
2006-Feb-18 20:10:00,89281.74987426329
2006-Feb-18 20:20:00,87247.48924922926
2006-Feb-18 20:30:00,85302.48691115143
2006-Feb-18 20:40:00,83411.3821823655
2006-Feb-18 20:50:00,81535.4138474559
2006-Feb-18 21:00:00,79678.14330399066
2006-Feb-18 21:10:00,78170.57284409554
2006-Feb-18 21:20:00,76705.72708844468
2006-Feb-18 21:30:00,75269.22625222476
2006-Feb-18 21:40:00,73834.00395409664
2006-Feb-18 21:50:00,72389.52305534628
2006-Feb-18 22:00:00,70906.35115630989
2006-Feb-18 22:10:00,69439.56791268312
2006-Feb-18 22:20:00,67942.84775341595
2006-Feb-18 22:30:00,66416.21457218312
2006-Feb-18 22:40:00,64850.71267438856
2006-Feb-18 22:50:00,63250.44031131604
2006-Feb-18 23:00:00,61608.90280739008
2006-Feb-18 23:10:00,59906.73729203142
2006-Feb-18 23:20:00,58160.278343157326
2006-Feb-18 23:30:00,56376.923733916745
2006-Feb-18 23:40:00,54553.975007984256
2006-Feb-18 23:50:00,52698.742449842845
2006-Feb-19 00:00:00,50809.064926576444
2006-Feb-19 00:10:00,49125.55359756473
2006-Feb-19 00:20:00,47450.75896178175
2006-Feb-19 00:30:00,45783.27412961446
2006-Feb-19 00:40:00,44114.034781562375
2006-Feb-19 00:50:00,42455.97739076858
2006-Feb-19 01:00:00,40798.464216689834
2006-Feb-19 01:10:00,39121.585927684944
2006-Feb-19 01:20:00,37448.20393478109
2006-Feb-19 01:30:00,35773.95761932755
2006-Feb-19 01:40:00,34098.297089702784
2006-Feb-19 01:50:00,32422.913251296377
2006-Feb-19 02:00:00,30748.277554129694
2006-Feb-19 02:10:00,29049.47506374744
2006-Feb-19 02:20:00,27351.062584560066
2006-Feb-19 02:30:00,25638.97544716503
2006-Feb-19 02:40:00,23928.294165121322
2006-Feb-19 02:50:00,22225.226168583285
2006-Feb-19 03:00:00,20529.509558227917
2006-Feb-19 03:10:00,18883.00852328486
2006-Feb-19 03:20:00,17248.53073821294
2006-Feb-19 03:30:00,15628.24679729413
2006-Feb-19 03:40:00,14023.289880959179
2006-Feb-19 03:50:00,12433.40446025461
2006-Feb-19 04:00:00,10859.722353171332
2006-Feb-19 04:10:00,9260.494232885274
2006-Feb-19 04:20:00,7676.929129712264
2006-Feb-19 04:30:00,6107.454988921198
2006-Feb-19 04:40:00,4553.912231815933
2006-Feb-19 04:50:00,3017.868146830924
2006-Feb-19 05:00:00,1501.64663354401
2006-Feb-19 05:10:00,262.540828530041
2006-Feb-19 05:20:00,0.0
2006-Feb-19 05:30:00,0.0
2006-Feb-19 05:40:00,0.0
2006-Feb-19 05:50:00,0.0
2006-Feb-19 06:00:00,0.0
2006-Feb-19 06:10:00,0.0
2006-Feb-19 06:20:00,0.0
2006-Feb-19 06:30:00,0.0
2006-Feb-19 06:40:00,0.0
2006-Feb-19 06:50:00,0.0
2006-Feb-19 07:00:00,0.0
2006-Feb-19 07:10:00,0.0
2006-Feb-19 07:20:00,2852.036231090139
2006-Feb-19 07:30:00,11956.25932403341
2006-Feb-19 07:40:00,17002.91647147845
2006-Feb-19 07:50:00,27656.421096367507
2006-Feb-19 08:00:00,39291.52857138128
2006-Feb-19 08:10:00,53136.82493476069
2006-Feb-19 08:20:00,68229.2306774249
2006-Feb-19 08:30:00,84154.62303787017
2006-Feb-19 08:40:00,100305.38867115496
2006-Feb-19 08:50:00,116378.76842820621
2006-Feb-19 09:00:00,132237.63093281628
2006-Feb-19 09:10:00,148154.6708052963
2006-Feb-19 09:20:00,163634.99757485467
2006-Feb-19 09:30:00,178543.3070036083
2006-Feb-19 09:40:00,190938.0324751226
2006-Feb-19 09:50:00,201085.18557707622
2006-Feb-19 10:00:00,209412.07844200078
2006-Feb-19 10:10:00,217756.32507500102
2006-Feb-19 10:20:00,224882.40747194586
2006-Feb-19 10:30:00,230866.60340372942
2006-Feb-19 10:40:00,234810.95107509167
2006-Feb-19 10:50:00,237049.16495926268
2006-Feb-19 11:00:00,237070.09586358067
2006-Feb-19 11:10:00,234677.91199498018
2006-Feb-19 11:20:00,230908.30149960623
2006-Feb-19 11:30:00,225936.84858553618
2006-Feb-19 11:40:00,219579.90212947997
2006-Feb-19 11:50:00,212253.1083781679
2006-Feb-19 12:00:00,204202.20963600348
2006-Feb-19 12:10:00,195932.2418606019
2006-Feb-19 12:20:00,187738.98885464302
2006-Feb-19 12:30:00,180046.109512246
2006-Feb-19 12:40:00,173151.07973756094
2006-Feb-19 12:50:00,167602.24933538772
2006-Feb-19 13:00:00,164561.60614553269
2006-Feb-19 13:10:00,162723.09645415368
2006-Feb-19 13:20:00,162101.63007065788
2006-Feb-19 13:30:00,162389.05300551403
2006-Feb-19 13:40:00,163306.208918894
2006-Feb-19 13:50:00,164685.41621402776
2006-Feb-19 14:00:00,166523.16030257553
2006-Feb-19 14:10:00,169128.42693541766
2006-Feb-19 14:20:00,172113.50670737587
2006-Feb-19 14:30:00,175370.96110417802
2006-Feb-19 14:40:00,178765.20484318523
2006-Feb-19 14:50:00,182206.68184664045
2006-Feb-19 15:00:00,185689.03794683996
2006-Feb-19 15:10:00,188291.9543134884
2006-Feb-19 15:20:00,190744.4248707975
2006-Feb-19 15:30:00,193063.665630428
2006-Feb-19 15:40:00,195035.78351598963
2006-Feb-19 15:50:00,196698.5534065863
2006-Feb-19 16:00:00,198058.21912588718
2006-Feb-19 16:10:00,199411.52520534617
2006-Feb-19 16:20:00,200531.9978378708
2006-Feb-19 16:30:00,201408.0544160408
2006-Feb-19 16:40:00,200924.61611259487
2006-Feb-19 16:50:00,199742.9766679787
2006-Feb-19 17:00:00,197977.13083005583
2006-Feb-19 17:10:00,194947.1794952655
2006-Feb-19 17:20:00,191336.80625176828
2006-Feb-19 17:30:00,187290.92446937802
2006-Feb-19 17:40:00,181846.91691660063
2006-Feb-19 17:50:00,176070.25551324076
2006-Feb-19 18:00:00,170006.34993378425
2006-Feb-19 18:10:00,163467.4932819244
2006-Feb-19 18:20:00,156050.87878137565
2006-Feb-19 18:30:00,147624.4030034289
2006-Feb-19 18:40:00,135053.00576969914
2006-Feb-19 18:50:00,125920.68855919284
2006-Feb-19 19:00:00,118822.04339602169
2006-Feb-19 19:10:00,113175.05934095017
2006-Feb-19 19:20:00,108608.26187892651
2006-Feb-19 19:30:00,104733.26017765037
2006-Feb-19 19:40:00,101438.30293782706
2006-Feb-19 19:50:00,98498.18436559911
2006-Feb-19 20:00:00,95885.78374098249
2006-Feb-19 20:10:00,93177.81429597196
2006-Feb-19 20:20:00,90542.02835720236
2006-Feb-19 20:30:00,87959.63240521368
2006-Feb-19 20:40:00,85404.51719897194
2006-Feb-19 20:50:00,82851.95648219595
2006-Feb-19 21:00:00,80275.00743335711
2006-Feb-19 21:10:00,78567.90906918711
2006-Feb-19 21:20:00,76990.44497814105
2006-Feb-19 21:30:00,75500.76278946699
2006-Feb-19 21:40:00,74073.34902971724
2006-Feb-19 21:50:00,72681.1984691675
2006-Feb-19 22:00:00,71304.50339233567
2006-Feb-19 22:10:00,70012.73826255892
2006-Feb-19 22:20:00,68723.52547550171
2006-Feb-19 22:30:00,67431.82568347975
2006-Feb-19 22:40:00,66127.8955370152
2006-Feb-19 22:50:00,64807.87133444407
2006-Feb-19 23:00:00,63461.37337545428
2006-Feb-19 23:10:00,62009.88145351586
2006-Feb-19 23:20:00,60520.343315490594
2006-Feb-19 23:30:00,58996.51767253134
2006-Feb-19 23:40:00,57433.767162227734
2006-Feb-19 23:50:00,55842.42903793586
2006-Feb-20 00:00:00,54218.679970521574
2006-Feb-20 00:10:00,217379.67459607427
2006-Feb-20 00:20:00,109240.62294914783
2006-Feb-20 00:30:00,173599.57190366753
2006-Feb-20 00:40:00,142222.41647650956
2006-Feb-20 00:50:00,131226.75388093365
2006-Feb-20 01:00:00,122247.84857397884
2006-Feb-20 01:10:00,114775.3548977984
2006-Feb-20 01:20:00,108460.0051977596
2006-Feb-20 01:30:00,103002.92481889889
2006-Feb-20 01:40:00,98282.63991805447
2006-Feb-20 01:50:00,94124.42639031295
2006-Feb-20 02:00:00,90463.14158340517
2006-Feb-20 02:10:00,86406.74076398142
2006-Feb-20 02:20:00,82545.41630687796
2006-Feb-20 02:30:00,78837.27506475832
2006-Feb-20 02:40:00,75234.83262109585
2006-Feb-20 02:50:00,71773.38683674816
2006-Feb-20 03:00:00,68445.04401385521
2006-Feb-20 03:10:00,65828.53511034507
2006-Feb-20 03:20:00,63393.059717285854
2006-Feb-20 03:30:00,61110.55287869224
2006-Feb-20 03:40:00,58975.02600713925
2006-Feb-20 03:50:00,56956.769874258534
2006-Feb-20 04:00:00,55066.026980381765
2006-Feb-20 04:10:00,53048.67503166397
2006-Feb-20 04:20:00,51111.169130038965
2006-Feb-20 04:30:00,49228.01328099206
2006-Feb-20 04:40:00,47410.85572626338
2006-Feb-20 04:50:00,45601.768630460225
2006-Feb-20 05:00:00,43867.22888062554
2006-Feb-20 05:10:00,41437.048776876756
2006-Feb-20 05:20:00,38883.53022444732
2006-Feb-20 05:30:00,36262.441100547025
2006-Feb-20 05:40:00,33571.90621816913
2006-Feb-20 05:50:00,30829.015959116503
2006-Feb-20 06:00:00,28041.000194631448
2006-Feb-20 06:10:00,27446.128637645128
2006-Feb-20 06:20:00,27086.22248087026
2006-Feb-20 06:30:00,26979.50838667859
2006-Feb-20 06:40:00,27057.418105151828
2006-Feb-20 06:50:00,27304.967749956348
2006-Feb-20 07:00:00,27713.27416451084
2006-Feb-20 07:10:00,34573.400406009285
2006-Feb-20 07:20:00,43197.18781496934
2006-Feb-20 07:30:00,52025.44978875824
2006-Feb-20 07:40:00,62525.98440409821
2006-Feb-20 07:50:00,75228.49374739785
2006-Feb-20 08:00:00,89746.27589016617
2006-Feb-20 08:10:00,104451.70731955867
2006-Feb-20 08:20:00,119960.6833010423
2006-Feb-20 08:30:00,136012.67913796846
2006-Feb-20 08:40:00,151620.95829293944
2006-Feb-20 08:50:00,166669.571658345
2006-Feb-20 09:00:00,181129.11657772286
2006-Feb-20 09:10:00,197508.30984768836
2006-Feb-20 09:20:00,213691.51001025585
2006-Feb-20 09:30:00,229529.11169730552
2006-Feb-20 09:40:00,243044.41629649693
2006-Feb-20 09:50:00,254637.91605725812
2006-Feb-20 10:00:00,264330.02066586795
2006-Feb-20 10:10:00,271180.9406384125
2006-Feb-20 10:20:00,276355.95458829403
2006-Feb-20 10:30:00,280035.01796475967
2006-Feb-20 10:40:00,281547.5123101632
2006-Feb-20 10:50:00,281307.62635072117
2006-Feb-20 11:00:00,279481.3284388614
2006-Feb-20 11:10:00,276290.21822089324
2006-Feb-20 11:20:00,271822.9900483045
2006-Feb-20 11:30:00,266292.5060298567
2006-Feb-20 11:40:00,259487.15603285265
2006-Feb-20 11:50:00,251810.17247979986
2006-Feb-20 12:00:00,243491.8598012929
2006-Feb-20 12:10:00,234954.42439596067
2006-Feb-20 12:20:00,226668.29014551113
2006-Feb-20 12:30:00,218913.51027418216
2006-Feb-20 12:40:00,211932.53492791453
2006-Feb-20 12:50:00,206236.31703972683
2006-Feb-20 13:00:00,203164.12528214275
2006-Feb-20 13:10:00,201059.8520341009
2006-Feb-20 13:20:00,200222.6879581989
2006-Feb-20 13:30:00,200291.81813088
2006-Feb-20 13:40:00,201055.06847355358
2006-Feb-20 13:50:00,202343.40001764963
2006-Feb-20 14:00:00,204207.72933590756
2006-Feb-20 14:10:00,206622.8292705023
2006-Feb-20 14:20:00,209391.2921516556
2006-Feb-20 14:30:00,212409.74442318338
2006-Feb-20 14:40:00,215494.81779670453
2006-Feb-20 14:50:00,218595.43449117348
2006-Feb-20 15:00:00,221566.9787437649
2006-Feb-20 15:10:00,224788.30071104912
2006-Feb-20 15:20:00,227811.23907129356
2006-Feb-20 15:30:00,230781.39317907614
2006-Feb-20 15:40:00,233406.74688675042
2006-Feb-20 15:50:00,235731.85759447355
2006-Feb-20 16:00:00,237496.9972102165
2006-Feb-20 16:10:00,238129.8181039098
2006-Feb-20 16:20:00,238390.66188625724
2006-Feb-20 16:30:00,238347.41059724303
2006-Feb-20 16:40:00,237589.24055115046
2006-Feb-20 16:50:00,236164.74913321814
2006-Feb-20 17:00:00,234159.10989118856
2006-Feb-20 17:10:00,231868.63214025064
2006-Feb-20 17:20:00,229164.16921757063
2006-Feb-20 17:30:00,226071.60922063282
2006-Feb-20 17:40:00,221598.54496943386
2006-Feb-20 17:50:00,216128.7533552417
2006-Feb-20 18:00:00,209795.4472444073
2006-Feb-20 18:10:00,202733.21814345883
2006-Feb-20 18:20:00,194971.57558761592
2006-Feb-20 18:30:00,185951.11655024585
2006-Feb-20 18:40:00,172644.92728310125
2006-Feb-20 18:50:00,163136.87296735024
2006-Feb-20 19:00:00,155833.9523683003
2006-Feb-20 19:10:00,149757.26174373925
2006-Feb-20 19:20:00,144725.18615339397
2006-Feb-20 19:30:00,140431.68813911165
2006-Feb-20 19:40:00,136756.26153061958
2006-Feb-20 19:50:00,133517.71537484677
2006-Feb-20 20:00:00,130643.35022446205
2006-Feb-20 20:10:00,128241.43108487362
2006-Feb-20 20:20:00,126118.59227435007
2006-Feb-20 20:30:00,124193.67597504384
2006-Feb-20 20:40:00,122427.5126626688
2006-Feb-20 20:50:00,120698.72255277795
2006-Feb-20 21:00:00,119076.32800032853
2006-Feb-20 21:10:00,117619.37110887525
2006-Feb-20 21:20:00,116228.82120458437
2006-Feb-20 21:30:00,114860.01376095388
2006-Feb-20 21:40:00,113490.91852739587
2006-Feb-20 21:50:00,112112.03705598485
2006-Feb-20 22:00:00,110692.57596048136
2006-Feb-20 22:10:00,109454.36395857684
2006-Feb-20 22:20:00,108224.55464870785
2006-Feb-20 22:30:00,107000.66083017865
2006-Feb-20 22:40:00,105769.05671196252
2006-Feb-20 22:50:00,104528.33573835168
2006-Feb-20 23:00:00,103272.80330162209
2006-Feb-20 23:10:00,102122.24875840216
2006-Feb-20 23:20:00,100975.08580914477
2006-Feb-20 23:30:00,99832.01690578418
2006-Feb-20 23:40:00,98692.31829324219
2006-Feb-20 23:50:00,97553.43879269756
2006-Feb-21 00:00:00,96395.14163352529
2006-Feb-21 00:10:00,94705.67435550172
2006-Feb-21 00:20:00,92837.3688923788
2006-Feb-21 00:30:00,90919.23650321136
2006-Feb-21 00:40:00,88868.42864059152
2006-Feb-21 00:50:00,86748.05818577562
2006-Feb-21 01:00:00,84588.20536602593
2006-Feb-21 01:10:00,82871.63420144764
2006-Feb-21 01:20:00,81195.75289883708
2006-Feb-21 01:30:00,79556.43230005527
2006-Feb-21 01:40:00,77954.75591146245
2006-Feb-21 01:50:00,76382.34324707315
2006-Feb-21 02:00:00,74838.10519236705
2006-Feb-21 02:10:00,73349.67026502674
2006-Feb-21 02:20:00,71883.56421585869
2006-Feb-21 02:30:00,70438.44923565346
2006-Feb-21 02:40:00,69014.90370798032
2006-Feb-21 02:50:00,67609.5272658488
2006-Feb-21 03:00:00,66223.18035422638
2006-Feb-21 03:10:00,64803.67453998038
2006-Feb-21 03:20:00,63401.688902093745
2006-Feb-21 03:30:00,62011.19856707948
2006-Feb-21 03:40:00,60633.354722702374
2006-Feb-21 03:50:00,59266.39076760866
2006-Feb-21 04:00:00,57911.91842183356
2006-Feb-21 04:10:00,56617.69273129126
2006-Feb-21 04:20:00,55336.06259298022
2006-Feb-21 04:30:00,54069.10559674997
2006-Feb-21 04:40:00,52818.81723846847
2006-Feb-21 04:50:00,51583.67125994598
2006-Feb-21 05:00:00,50365.15605816032
2006-Feb-21 05:10:00,48093.35702405357
2006-Feb-21 05:20:00,45679.822441204145
2006-Feb-21 05:30:00,43184.65319349007
2006-Feb-21 05:40:00,40566.84515342738
2006-Feb-21 05:50:00,37846.65033725644
2006-Feb-21 06:00:00,35046.943890119546
2006-Feb-21 06:10:00,33673.378197845486
2006-Feb-21 06:20:00,32493.305269386965
2006-Feb-21 06:30:00,31456.43062794073
2006-Feb-21 06:40:00,30556.421798701005
2006-Feb-21 06:50:00,29782.10268900623
2006-Feb-21 07:00:00,29099.000836843043
2006-Feb-21 07:10:00,30703.799980858897
2006-Feb-21 07:20:00,32330.484529846508
2006-Feb-21 07:30:00,34169.54735596688
2006-Feb-21 07:40:00,41362.71040966304
2006-Feb-21 07:50:00,52601.40459697419
2006-Feb-21 08:00:00,67473.63211959763
2006-Feb-21 08:10:00,85185.49643772328
2006-Feb-21 08:20:00,104729.16129398123
2006-Feb-21 08:30:00,125664.29887556795
2006-Feb-21 08:40:00,145886.1649684496
2006-Feb-21 08:50:00,165282.02469905993
2006-Feb-21 09:00:00,183977.93297883216
2006-Feb-21 09:10:00,201519.42528556805
2006-Feb-21 09:20:00,218090.59151190074
2006-Feb-21 09:30:00,233619.2967625665
2006-Feb-21 09:40:00,246111.76168948415
2006-Feb-21 09:50:00,256122.9700590495
2006-Feb-21 10:00:00,264015.86562766397
2006-Feb-21 10:10:00,271387.9352285689
2006-Feb-21 10:20:00,277306.9946883522
2006-Feb-21 10:30:00,281907.41088862636
2006-Feb-21 10:40:00,283638.88273842767
2006-Feb-21 10:50:00,283856.29803537263
2006-Feb-21 11:00:00,282563.4461526971
2006-Feb-21 11:10:00,279277.726418523
2006-Feb-21 11:20:00,274636.940823336
2006-Feb-21 11:30:00,268879.17828773044
2006-Feb-21 11:40:00,261828.7900085768
2006-Feb-21 11:50:00,253908.50813045716
2006-Feb-21 12:00:00,245364.18326908874
2006-Feb-21 12:10:00,236582.0593190018
2006-Feb-21 12:20:00,227812.76939313472
2006-Feb-21 12:30:00,219403.42208197914
2006-Feb-21 12:40:00,211756.72843750918
2006-Feb-21 12:50:00,205391.27272119813
2006-Feb-21 13:00:00,201546.2655776568
2006-Feb-21 13:10:00,199385.47564462473
2006-Feb-21 13:20:00,198605.5149393768
2006-Feb-21 13:30:00,198752.09960762825
2006-Feb-21 13:40:00,199547.1147313857
2006-Feb-21 13:50:00,200967.4355605103
2006-Feb-21 14:00:00,202860.77798682562
2006-Feb-21 14:10:00,205984.82008708493
2006-Feb-21 14:20:00,209696.13502921822
2006-Feb-21 14:30:00,213788.46992359246
2006-Feb-21 14:40:00,218100.7741968275
2006-Feb-21 14:50:00,222526.3155532005
2006-Feb-21 15:00:00,226770.41776151542
2006-Feb-21 15:10:00,229481.37853629762
2006-Feb-21 15:20:00,231728.94075052944
2006-Feb-21 15:30:00,233653.55538122728
2006-Feb-21 15:40:00,233812.16958719183
2006-Feb-21 15:50:00,233341.22741689286
