Zone Timestep,Environment:Site Direct Solar Radiation Rate per Area[W/m2]
2006-Apr-10 05:30:00,0.0
2006-Apr-10 05:40:00,0.0
2006-Apr-10 05:50:00,0.0
2006-Apr-10 06:00:00,0.0
2006-Apr-10 06:10:00,0.0
2006-Apr-10 06:20:00,0.0
2006-Apr-10 06:30:00,0.0
2006-Apr-10 06:40:00,54.66666666666666
2006-Apr-10 06:50:00,109.33333333333331
2006-Apr-10 07:00:00,164.0
2006-Apr-10 07:10:00,218.66666666666669
2006-Apr-10 07:20:00,273.33333333333337
2006-Apr-10 07:30:00,328.0
2006-Apr-10 07:40:00,373.1666666666667
2006-Apr-10 07:50:00,418.3333333333333
2006-Apr-10 08:00:00,463.5
2006-Apr-10 08:10:00,508.6666666666667
2006-Apr-10 08:20:00,553.8333333333334
2006-Apr-10 08:30:00,599.0
2006-Apr-10 08:40:00,626.5
2006-Apr-10 08:50:00,654.0
2006-Apr-10 09:00:00,681.5
2006-Apr-10 09:10:00,709.0
2006-Apr-10 09:20:00,736.5
2006-Apr-10 09:30:00,764.0
2006-Apr-10 09:40:00,778.0
2006-Apr-10 09:50:00,792.0
2006-Apr-10 10:00:00,806.0
2006-Apr-10 10:10:00,820.0
2006-Apr-10 10:20:00,834.0
2006-Apr-10 10:30:00,848.0
2006-Apr-10 10:40:00,855.6666666666667
2006-Apr-10 10:50:00,863.3333333333333
2006-Apr-10 11:00:00,871.0
2006-Apr-10 11:10:00,878.6666666666667
2006-Apr-10 11:20:00,886.3333333333333
2006-Apr-10 11:30:00,894.0
2006-Apr-10 11:40:00,896.5
2006-Apr-10 11:50:00,899.0
2006-Apr-10 12:00:00,901.5
2006-Apr-10 12:10:00,904.0
2006-Apr-10 12:20:00,906.5
2006-Apr-10 12:30:00,909.0
2006-Apr-10 12:40:00,908.5
2006-Apr-10 12:50:00,908.0
2006-Apr-10 13:00:00,907.5
2006-Apr-10 13:10:00,907.0
2006-Apr-10 13:20:00,906.5
2006-Apr-10 13:30:00,906.0
2006-Apr-10 13:40:00,902.3333333333333
2006-Apr-10 13:50:00,898.6666666666667
2006-Apr-10 14:00:00,895.0
2006-Apr-10 14:10:00,891.3333333333333
2006-Apr-10 14:20:00,887.6666666666667
2006-Apr-10 14:30:00,884.0
2006-Apr-10 14:40:00,876.1666666666667
2006-Apr-10 14:50:00,868.3333333333333
2006-Apr-10 15:00:00,860.5
2006-Apr-10 15:10:00,852.6666666666667
2006-Apr-10 15:20:00,844.8333333333333
2006-Apr-10 15:30:00,837.0
2006-Apr-10 15:40:00,823.6666666666666
2006-Apr-10 15:50:00,810.3333333333334
2006-Apr-10 16:00:00,797.0
2006-Apr-10 16:10:00,783.6666666666667
2006-Apr-10 16:20:00,770.3333333333334
2006-Apr-10 16:30:00,757.0
2006-Apr-10 16:40:00,733.0
2006-Apr-10 16:50:00,709.0
2006-Apr-10 17:00:00,685.0
2006-Apr-10 17:10:00,661.0
2006-Apr-10 17:20:00,637.0
2006-Apr-10 17:30:00,613.0
2006-Apr-10 17:40:00,564.1666666666667
2006-Apr-10 17:50:00,515.3333333333334
2006-Apr-10 18:00:00,466.5
2006-Apr-10 18:10:00,417.66666666666663
2006-Apr-10 18:20:00,368.8333333333333
2006-Apr-10 18:30:00,320.0
2006-Apr-10 18:40:00,266.6666666666667
2006-Apr-10 18:50:00,0.0
2006-Apr-10 19:00:00,0.0
2006-Apr-10 19:10:00,0.0
2006-Apr-10 19:20:00,0.0
2006-Apr-10 19:30:00,0.0
2006-Apr-10 19:40:00,0.0
2006-Apr-10 19:50:00,0.0
2006-Apr-10 20:00:00,0.0
2006-Apr-10 20:10:00,0.0
2006-Apr-10 20:20:00,0.0
2006-Apr-10 20:30:00,0.0
2006-Apr-10 20:40:00,0.0
2006-Apr-10 20:50:00,0.0
2006-Apr-10 21:00:00,0.0
2006-Apr-10 21:10:00,0.0
2006-Apr-10 21:20:00,0.0
2006-Apr-10 21:30:00,0.0
2006-Apr-10 21:40:00,0.0
2006-Apr-10 21:50:00,0.0
2006-Apr-10 22:00:00,0.0
2006-Apr-10 22:10:00,0.0
2006-Apr-10 22:20:00,0.0
2006-Apr-10 22:30:00,0.0
2006-Apr-10 22:40:00,0.0
2006-Apr-10 22:50:00,0.0
2006-Apr-10 23:00:00,0.0
2006-Apr-10 23:10:00,0.0
2006-Apr-10 23:20:00,0.0
2006-Apr-10 23:30:00,0.0
2006-Apr-10 23:40:00,0.0
2006-Apr-10 23:50:00,0.0
2006-Apr-11 00:00:00,0.0
2006-Apr-11 00:10:00,0.0
2006-Apr-11 00:20:00,0.0
2006-Apr-11 00:30:00,0.0
2006-Apr-11 00:40:00,0.0
2006-Apr-11 00:50:00,0.0
2006-Apr-11 01:00:00,0.0
2006-Apr-11 01:10:00,0.0
2006-Apr-11 01:20:00,0.0
2006-Apr-11 01:30:00,0.0
2006-Apr-11 01:40:00,0.0
2006-Apr-11 01:50:00,0.0
2006-Apr-11 02:00:00,0.0
2006-Apr-11 02:10:00,0.0
2006-Apr-11 02:20:00,0.0
2006-Apr-11 02:30:00,0.0
2006-Apr-11 02:40:00,0.0
2006-Apr-11 02:50:00,0.0
2006-Apr-11 03:00:00,0.0
2006-Apr-11 03:10:00,0.0
2006-Apr-11 03:20:00,0.0
2006-Apr-11 03:30:00,0.0
2006-Apr-11 03:40:00,0.0
2006-Apr-11 03:50:00,0.0
2006-Apr-11 04:00:00,0.0
2006-Apr-11 04:10:00,0.0
2006-Apr-11 04:20:00,0.0
2006-Apr-11 04:30:00,0.0
2006-Apr-11 04:40:00,0.0
2006-Apr-11 04:50:00,0.0
2006-Apr-11 05:00:00,0.0
2006-Apr-11 05:10:00,0.0
2006-Apr-11 05:20:00,0.0
2006-Apr-11 05:30:00,0.0
2006-Apr-11 05:40:00,0.0
2006-Apr-11 05:50:00,0.0
2006-Apr-11 06:00:00,0.0
2006-Apr-11 06:10:00,0.0
2006-Apr-11 06:20:00,0.0
2006-Apr-11 06:30:00,0.0
2006-Apr-11 06:40:00,50.66666666666666
2006-Apr-11 06:50:00,101.33333333333331
2006-Apr-11 07:00:00,152.0
2006-Apr-11 07:10:00,202.66666666666669
2006-Apr-11 07:20:00,253.33333333333334
2006-Apr-11 07:30:00,304.0
2006-Apr-11 07:40:00,347.0
2006-Apr-11 07:50:00,390.0
2006-Apr-11 08:00:00,433.0
2006-Apr-11 08:10:00,476.0
2006-Apr-11 08:20:00,519.0
2006-Apr-11 08:30:00,562.0
2006-Apr-11 08:40:00,589.3333333333334
2006-Apr-11 08:50:00,616.6666666666666
2006-Apr-11 09:00:00,644.0
2006-Apr-11 09:10:00,671.3333333333334
2006-Apr-11 09:20:00,698.6666666666666
2006-Apr-11 09:30:00,726.0
2006-Apr-11 09:40:00,740.3333333333333
2006-Apr-11 09:50:00,754.6666666666667
2006-Apr-11 10:00:00,769.0
2006-Apr-11 10:10:00,783.3333333333333
2006-Apr-11 10:20:00,797.6666666666667
2006-Apr-11 10:30:00,812.0
2006-Apr-11 10:40:00,819.6666666666667
2006-Apr-11 10:50:00,827.3333333333333
2006-Apr-11 11:00:00,835.0
2006-Apr-11 11:10:00,842.6666666666667
2006-Apr-11 11:20:00,850.3333333333333
2006-Apr-11 11:30:00,858.0
2006-Apr-11 11:40:00,862.8333333333333
2006-Apr-11 11:50:00,867.6666666666667
2006-Apr-11 12:00:00,872.5
2006-Apr-11 12:10:00,877.3333333333333
2006-Apr-11 12:20:00,882.1666666666667
2006-Apr-11 12:30:00,887.0
2006-Apr-11 12:40:00,886.6666666666667
2006-Apr-11 12:50:00,886.3333333333333
2006-Apr-11 13:00:00,886.0
2006-Apr-11 13:10:00,885.6666666666667
2006-Apr-11 13:20:00,885.3333333333333
2006-Apr-11 13:30:00,885.0
2006-Apr-11 13:40:00,880.3333333333333
2006-Apr-11 13:50:00,875.6666666666667
2006-Apr-11 14:00:00,871.0
2006-Apr-11 14:10:00,866.3333333333333
2006-Apr-11 14:20:00,861.6666666666667
2006-Apr-11 14:30:00,857.0
2006-Apr-11 14:40:00,846.8333333333334
2006-Apr-11 14:50:00,836.6666666666666
2006-Apr-11 15:00:00,826.5
2006-Apr-11 15:10:00,816.3333333333334
2006-Apr-11 15:20:00,806.1666666666667
2006-Apr-11 15:30:00,796.0
2006-Apr-11 15:40:00,779.3333333333334
2006-Apr-11 15:50:00,762.6666666666667
2006-Apr-11 16:00:00,746.0
2006-Apr-11 16:10:00,729.3333333333333
2006-Apr-11 16:20:00,712.6666666666666
2006-Apr-11 16:30:00,696.0
2006-Apr-11 16:40:00,669.1666666666666
2006-Apr-11 16:50:00,642.3333333333334
2006-Apr-11 17:00:00,615.5
2006-Apr-11 17:10:00,588.6666666666666
2006-Apr-11 17:20:00,561.8333333333334
2006-Apr-11 17:30:00,535.0
2006-Apr-11 17:40:00,489.33333333333337
2006-Apr-11 17:50:00,443.6666666666667
2006-Apr-11 18:00:00,398.0
2006-Apr-11 18:10:00,352.3333333333333
2006-Apr-11 18:20:00,306.66666666666663
2006-Apr-11 18:30:00,261.0
2006-Apr-11 18:40:00,217.5
2006-Apr-11 18:50:00,0.0
2006-Apr-11 19:00:00,0.0
2006-Apr-11 19:10:00,0.0
2006-Apr-11 19:20:00,0.0
2006-Apr-11 19:30:00,0.0
2006-Apr-11 19:40:00,0.0
2006-Apr-11 19:50:00,0.0
2006-Apr-11 20:00:00,0.0
2006-Apr-11 20:10:00,0.0
2006-Apr-11 20:20:00,0.0
2006-Apr-11 20:30:00,0.0
2006-Apr-11 20:40:00,0.0
2006-Apr-11 20:50:00,0.0
2006-Apr-11 21:00:00,0.0
2006-Apr-11 21:10:00,0.0
2006-Apr-11 21:20:00,0.0
2006-Apr-11 21:30:00,0.0
2006-Apr-11 21:40:00,0.0
2006-Apr-11 21:50:00,0.0
2006-Apr-11 22:00:00,0.0
2006-Apr-11 22:10:00,0.0
2006-Apr-11 22:20:00,0.0
2006-Apr-11 22:30:00,0.0
2006-Apr-11 22:40:00,0.0
2006-Apr-11 22:50:00,0.0
2006-Apr-11 23:00:00,0.0
2006-Apr-11 23:10:00,0.0
2006-Apr-11 23:20:00,0.0
2006-Apr-11 23:30:00,0.0
2006-Apr-11 23:40:00,0.0
2006-Apr-11 23:50:00,0.0
2006-Apr-12 00:00:00,0.0
2006-Apr-12 00:10:00,0.0
2006-Apr-12 00:20:00,0.0
2006-Apr-12 00:30:00,0.0
2006-Apr-12 00:40:00,0.0
2006-Apr-12 00:50:00,0.0
2006-Apr-12 01:00:00,0.0
2006-Apr-12 01:10:00,0.0
2006-Apr-12 01:20:00,0.0
2006-Apr-12 01:30:00,0.0
2006-Apr-12 01:40:00,0.0
2006-Apr-12 01:50:00,0.0
2006-Apr-12 02:00:00,0.0
2006-Apr-12 02:10:00,0.0
2006-Apr-12 02:20:00,0.0
2006-Apr-12 02:30:00,0.0
2006-Apr-12 02:40:00,0.0
2006-Apr-12 02:50:00,0.0
2006-Apr-12 03:00:00,0.0
2006-Apr-12 03:10:00,0.0
2006-Apr-12 03:20:00,0.0
2006-Apr-12 03:30:00,0.0
2006-Apr-12 03:40:00,0.0
2006-Apr-12 03:50:00,0.0
2006-Apr-12 04:00:00,0.0
2006-Apr-12 04:10:00,0.0
2006-Apr-12 04:20:00,0.0
2006-Apr-12 04:30:00,0.0
2006-Apr-12 04:40:00,0.0
2006-Apr-12 04:50:00,0.0
2006-Apr-12 05:00:00,0.0
2006-Apr-12 05:10:00,0.0
2006-Apr-12 05:20:00,0.0
2006-Apr-12 05:30:00,0.0
2006-Apr-12 05:40:00,0.0
2006-Apr-12 05:50:00,0.0
2006-Apr-12 06:00:00,0.0
2006-Apr-12 06:10:00,0.0
2006-Apr-12 06:20:00,0.0
2006-Apr-12 06:30:00,10.0
2006-Apr-12 06:40:00,54.66666666666666
2006-Apr-12 06:50:00,99.33333333333331
2006-Apr-12 07:00:00,144.0
2006-Apr-12 07:10:00,188.66666666666669
2006-Apr-12 07:20:00,233.33333333333334
2006-Apr-12 07:30:00,278.0
2006-Apr-12 07:40:00,320.3333333333333
2006-Apr-12 07:50:00,362.66666666666663
2006-Apr-12 08:00:00,405.0
2006-Apr-12 08:10:00,447.3333333333333
2006-Apr-12 08:20:00,489.6666666666667
2006-Apr-12 08:30:00,532.0
2006-Apr-12 08:40:00,558.3333333333334
2006-Apr-12 08:50:00,584.6666666666666
2006-Apr-12 09:00:00,611.0
2006-Apr-12 09:10:00,637.3333333333334
2006-Apr-12 09:20:00,663.6666666666666
2006-Apr-12 09:30:00,690.0
2006-Apr-12 09:40:00,704.8333333333333
2006-Apr-12 09:50:00,719.6666666666667
2006-Apr-12 10:00:00,734.5
2006-Apr-12 10:10:00,749.3333333333333
2006-Apr-12 10:20:00,764.1666666666667
2006-Apr-12 10:30:00,779.0
2006-Apr-12 10:40:00,787.6666666666667
2006-Apr-12 10:50:00,796.3333333333333
2006-Apr-12 11:00:00,805.0
2006-Apr-12 11:10:00,813.6666666666667
2006-Apr-12 11:20:00,822.3333333333333
2006-Apr-12 11:30:00,831.0
2006-Apr-12 11:40:00,832.1666666666666
2006-Apr-12 11:50:00,833.3333333333334
2006-Apr-12 12:00:00,834.5
2006-Apr-12 12:10:00,835.6666666666667
2006-Apr-12 12:20:00,836.8333333333334
2006-Apr-12 12:30:00,838.0
2006-Apr-12 12:40:00,836.6666666666667
2006-Apr-12 12:50:00,835.3333333333334
2006-Apr-12 13:00:00,834.0
2006-Apr-12 13:10:00,832.6666666666666
2006-Apr-12 13:20:00,831.3333333333334
2006-Apr-12 13:30:00,830.0
2006-Apr-12 13:40:00,824.8333333333334
2006-Apr-12 13:50:00,819.6666666666666
2006-Apr-12 14:00:00,814.5
2006-Apr-12 14:10:00,809.3333333333334
2006-Apr-12 14:20:00,804.1666666666667
2006-Apr-12 14:30:00,799.0
2006-Apr-12 14:40:00,777.8333333333334
2006-Apr-12 14:50:00,756.6666666666667
2006-Apr-12 15:00:00,735.5
2006-Apr-12 15:10:00,714.3333333333333
2006-Apr-12 15:20:00,693.1666666666666
2006-Apr-12 15:30:00,672.0
2006-Apr-12 15:40:00,650.8333333333333
2006-Apr-12 15:50:00,629.6666666666667
2006-Apr-12 16:00:00,608.5
2006-Apr-12 16:10:00,587.3333333333333
2006-Apr-12 16:20:00,566.1666666666666
2006-Apr-12 16:30:00,545.0
2006-Apr-12 16:40:00,518.0
2006-Apr-12 16:50:00,491.0
2006-Apr-12 17:00:00,464.0
2006-Apr-12 17:10:00,437.0
2006-Apr-12 17:20:00,410.0
2006-Apr-12 17:30:00,383.0
2006-Apr-12 17:40:00,344.5
2006-Apr-12 17:50:00,306.0
2006-Apr-12 18:00:00,267.5
2006-Apr-12 18:10:00,229.0
2006-Apr-12 18:20:00,190.5
2006-Apr-12 18:30:00,152.0
2006-Apr-12 18:40:00,126.66666666666667
2006-Apr-12 18:50:00,0.0
2006-Apr-12 19:00:00,0.0
2006-Apr-12 19:10:00,0.0
2006-Apr-12 19:20:00,0.0
2006-Apr-12 19:30:00,0.0
2006-Apr-12 19:40:00,0.0
2006-Apr-12 19:50:00,0.0
2006-Apr-12 20:00:00,0.0
2006-Apr-12 20:10:00,0.0
2006-Apr-12 20:20:00,0.0
2006-Apr-12 20:30:00,0.0
2006-Apr-12 20:40:00,0.0
2006-Apr-12 20:50:00,0.0
2006-Apr-12 21:00:00,0.0
2006-Apr-12 21:10:00,0.0
2006-Apr-12 21:20:00,0.0
2006-Apr-12 21:30:00,0.0
2006-Apr-12 21:40:00,0.0
2006-Apr-12 21:50:00,0.0
2006-Apr-12 22:00:00,0.0
2006-Apr-12 22:10:00,0.0
2006-Apr-12 22:20:00,0.0
2006-Apr-12 22:30:00,0.0
2006-Apr-12 22:40:00,0.0
2006-Apr-12 22:50:00,0.0
2006-Apr-12 23:00:00,0.0
2006-Apr-12 23:10:00,0.0
2006-Apr-12 23:20:00,0.0
2006-Apr-12 23:30:00,0.0
2006-Apr-12 23:40:00,0.0
2006-Apr-12 23:50:00,0.0
2006-Apr-13 00:00:00,0.0
2006-Apr-13 00:10:00,0.0
2006-Apr-13 00:20:00,0.0
2006-Apr-13 00:30:00,0.0
2006-Apr-13 00:40:00,0.0
2006-Apr-13 00:50:00,0.0
2006-Apr-13 01:00:00,0.0
2006-Apr-13 01:10:00,0.0
2006-Apr-13 01:20:00,0.0
2006-Apr-13 01:30:00,0.0
2006-Apr-13 01:40:00,0.0
2006-Apr-13 01:50:00,0.0
2006-Apr-13 02:00:00,0.0
2006-Apr-13 02:10:00,0.0
2006-Apr-13 02:20:00,0.0
2006-Apr-13 02:30:00,0.0
2006-Apr-13 02:40:00,0.0
2006-Apr-13 02:50:00,0.0
2006-Apr-13 03:00:00,0.0
2006-Apr-13 03:10:00,0.0
2006-Apr-13 03:20:00,0.0
2006-Apr-13 03:30:00,0.0
2006-Apr-13 03:40:00,0.0
2006-Apr-13 03:50:00,0.0
2006-Apr-13 04:00:00,0.0
2006-Apr-13 04:10:00,0.0
2006-Apr-13 04:20:00,0.0
2006-Apr-13 04:30:00,0.0
2006-Apr-13 04:40:00,0.0
2006-Apr-13 04:50:00,0.0
2006-Apr-13 05:00:00,0.0
2006-Apr-13 05:10:00,0.0
2006-Apr-13 05:20:00,0.0
2006-Apr-13 05:30:00,0.0
2006-Apr-13 05:40:00,0.0
2006-Apr-13 05:50:00,0.0
2006-Apr-13 06:00:00,0.0
2006-Apr-13 06:10:00,0.0
2006-Apr-13 06:20:00,0.0
2006-Apr-13 06:30:00,6.0
2006-Apr-13 06:40:00,46.99999999999999
2006-Apr-13 06:50:00,87.99999999999999
2006-Apr-13 07:00:00,129.0
2006-Apr-13 07:10:00,170.00000000000003
2006-Apr-13 07:20:00,211.0
2006-Apr-13 07:30:00,252.0
2006-Apr-13 07:40:00,294.66666666666663
2006-Apr-13 07:50:00,337.3333333333333
2006-Apr-13 08:00:00,380.0
2006-Apr-13 08:10:00,422.6666666666667
2006-Apr-13 08:20:00,465.33333333333337
2006-Apr-13 08:30:00,508.0
2006-Apr-13 08:40:00,537.5
2006-Apr-13 08:50:00,567.0
2006-Apr-13 09:00:00,596.5
2006-Apr-13 09:10:00,626.0
2006-Apr-13 09:20:00,655.5
2006-Apr-13 09:30:00,685.0
2006-Apr-13 09:40:00,701.8333333333334
2006-Apr-13 09:50:00,718.6666666666667
2006-Apr-13 10:00:00,735.5
2006-Apr-13 10:10:00,752.3333333333334
2006-Apr-13 10:20:00,769.1666666666666
2006-Apr-13 10:30:00,786.0
2006-Apr-13 10:40:00,795.3333333333333
2006-Apr-13 10:50:00,804.6666666666667
2006-Apr-13 11:00:00,814.0
2006-Apr-13 11:10:00,823.3333333333333
2006-Apr-13 11:20:00,832.6666666666667
2006-Apr-13 11:30:00,842.0
2006-Apr-13 11:40:00,846.6666666666667
2006-Apr-13 11:50:00,851.3333333333333
2006-Apr-13 12:00:00,856.0
2006-Apr-13 12:10:00,860.6666666666667
2006-Apr-13 12:20:00,865.3333333333333
2006-Apr-13 12:30:00,870.0
2006-Apr-13 12:40:00,868.8333333333333
2006-Apr-13 12:50:00,867.6666666666667
2006-Apr-13 13:00:00,866.5
2006-Apr-13 13:10:00,865.3333333333333
2006-Apr-13 13:20:00,864.1666666666667
2006-Apr-13 13:30:00,863.0
2006-Apr-13 13:40:00,856.6666666666667
2006-Apr-13 13:50:00,850.3333333333333
2006-Apr-13 14:00:00,844.0
2006-Apr-13 14:10:00,837.6666666666667
2006-Apr-13 14:20:00,831.3333333333333
2006-Apr-13 14:30:00,825.0
2006-Apr-13 14:40:00,808.5
2006-Apr-13 14:50:00,792.0
2006-Apr-13 15:00:00,775.5
2006-Apr-13 15:10:00,759.0
2006-Apr-13 15:20:00,742.5
2006-Apr-13 15:30:00,726.0
2006-Apr-13 15:40:00,706.0
2006-Apr-13 15:50:00,686.0
2006-Apr-13 16:00:00,666.0
2006-Apr-13 16:10:00,646.0
2006-Apr-13 16:20:00,626.0
2006-Apr-13 16:30:00,606.0
2006-Apr-13 16:40:00,574.0
2006-Apr-13 16:50:00,542.0
2006-Apr-13 17:00:00,510.0
2006-Apr-13 17:10:00,478.0
2006-Apr-13 17:20:00,446.0
2006-Apr-13 17:30:00,414.0
2006-Apr-13 17:40:00,380.0
2006-Apr-13 17:50:00,346.00000000000006
2006-Apr-13 18:00:00,312.0
2006-Apr-13 18:10:00,278.0
2006-Apr-13 18:20:00,244.0
2006-Apr-13 18:30:00,210.0
2006-Apr-13 18:40:00,175.0
2006-Apr-13 18:50:00,0.0
2006-Apr-13 19:00:00,0.0
2006-Apr-13 19:10:00,0.0
2006-Apr-13 19:20:00,0.0
2006-Apr-13 19:30:00,0.0
2006-Apr-13 19:40:00,0.0
2006-Apr-13 19:50:00,0.0
2006-Apr-13 20:00:00,0.0
2006-Apr-13 20:10:00,0.0
2006-Apr-13 20:20:00,0.0
2006-Apr-13 20:30:00,0.0
2006-Apr-13 20:40:00,0.0
2006-Apr-13 20:50:00,0.0
2006-Apr-13 21:00:00,0.0
2006-Apr-13 21:10:00,0.0
2006-Apr-13 21:20:00,0.0
2006-Apr-13 21:30:00,0.0
2006-Apr-13 21:40:00,0.0
2006-Apr-13 21:50:00,0.0
2006-Apr-13 22:00:00,0.0
2006-Apr-13 22:10:00,0.0
2006-Apr-13 22:20:00,0.0
2006-Apr-13 22:30:00,0.0
2006-Apr-13 22:40:00,0.0
2006-Apr-13 22:50:00,0.0
2006-Apr-13 23:00:00,0.0
2006-Apr-13 23:10:00,0.0
2006-Apr-13 23:20:00,0.0
2006-Apr-13 23:30:00,0.0
2006-Apr-13 23:40:00,0.0
2006-Apr-13 23:50:00,0.0
2006-Apr-14 00:00:00,0.0
2006-Apr-14 00:10:00,0.0
2006-Apr-14 00:20:00,0.0
2006-Apr-14 00:30:00,0.0
2006-Apr-14 00:40:00,0.0
2006-Apr-14 00:50:00,0.0
2006-Apr-14 01:00:00,0.0
2006-Apr-14 01:10:00,0.0
2006-Apr-14 01:20:00,0.0
2006-Apr-14 01:30:00,0.0
2006-Apr-14 01:40:00,0.0
2006-Apr-14 01:50:00,0.0
2006-Apr-14 02:00:00,0.0
2006-Apr-14 02:10:00,0.0
2006-Apr-14 02:20:00,0.0
2006-Apr-14 02:30:00,0.0
2006-Apr-14 02:40:00,0.0
2006-Apr-14 02:50:00,0.0
2006-Apr-14 03:00:00,0.0
2006-Apr-14 03:10:00,0.0
2006-Apr-14 03:20:00,0.0
2006-Apr-14 03:30:00,0.0
2006-Apr-14 03:40:00,0.0
2006-Apr-14 03:50:00,0.0
2006-Apr-14 04:00:00,0.0
2006-Apr-14 04:10:00,0.0
2006-Apr-14 04:20:00,0.0
2006-Apr-14 04:30:00,0.0
2006-Apr-14 04:40:00,0.0
2006-Apr-14 04:50:00,0.0
2006-Apr-14 05:00:00,0.0
2006-Apr-14 05:10:00,0.0
2006-Apr-14 05:20:00,0.0
2006-Apr-14 05:30:00,0.0
2006-Apr-14 05:40:00,0.0
2006-Apr-14 05:50:00,0.0
2006-Apr-14 06:00:00,0.0
2006-Apr-14 06:10:00,0.0
2006-Apr-14 06:20:00,0.0
2006-Apr-14 06:30:00,2.0
2006-Apr-14 06:40:00,29.16666666666666
2006-Apr-14 06:50:00,56.33333333333332
2006-Apr-14 07:00:00,83.5
2006-Apr-14 07:10:00,110.66666666666669
2006-Apr-14 07:20:00,137.83333333333334
2006-Apr-14 07:30:00,165.0
2006-Apr-14 07:40:00,202.5
2006-Apr-14 07:50:00,240.0
2006-Apr-14 08:00:00,277.5
2006-Apr-14 08:10:00,315.00000000000006
2006-Apr-14 08:20:00,352.5
2006-Apr-14 08:30:00,390.0
2006-Apr-14 08:40:00,412.5
2006-Apr-14 08:50:00,435.0
2006-Apr-14 09:00:00,457.5
2006-Apr-14 09:10:00,480.0
2006-Apr-14 09:20:00,502.5
2006-Apr-14 09:30:00,525.0
2006-Apr-14 09:40:00,540.3333333333333
2006-Apr-14 09:50:00,555.6666666666667
2006-Apr-14 10:00:00,571.0
2006-Apr-14 10:10:00,586.3333333333334
2006-Apr-14 10:20:00,601.6666666666667
2006-Apr-14 10:30:00,617.0
2006-Apr-14 10:40:00,626.3333333333334
2006-Apr-14 10:50:00,635.6666666666666
2006-Apr-14 11:00:00,645.0
2006-Apr-14 11:10:00,654.3333333333334
2006-Apr-14 11:20:00,663.6666666666667
2006-Apr-14 11:30:00,673.0
2006-Apr-14 11:40:00,686.0
2006-Apr-14 11:50:00,699.0
2006-Apr-14 12:00:00,712.0
2006-Apr-14 12:10:00,725.0
2006-Apr-14 12:20:00,738.0
2006-Apr-14 12:30:00,751.0
2006-Apr-14 12:40:00,751.6666666666666
2006-Apr-14 12:50:00,752.3333333333334
2006-Apr-14 13:00:00,753.0
2006-Apr-14 13:10:00,753.6666666666666
2006-Apr-14 13:20:00,754.3333333333334
2006-Apr-14 13:30:00,755.0
2006-Apr-14 13:40:00,715.0
2006-Apr-14 13:50:00,675.0
2006-Apr-14 14:00:00,635.0
2006-Apr-14 14:10:00,595.0
2006-Apr-14 14:20:00,555.0
2006-Apr-14 14:30:00,515.0
2006-Apr-14 14:40:00,530.6666666666666
2006-Apr-14 14:50:00,546.3333333333333
2006-Apr-14 15:00:00,562.0
2006-Apr-14 15:10:00,577.6666666666667
2006-Apr-14 15:20:00,593.3333333333333
2006-Apr-14 15:30:00,609.0
2006-Apr-14 15:40:00,590.8333333333333
2006-Apr-14 15:50:00,572.6666666666667
2006-Apr-14 16:00:00,554.5
2006-Apr-14 16:10:00,536.3333333333333
2006-Apr-14 16:20:00,518.1666666666666
2006-Apr-14 16:30:00,500.0
2006-Apr-14 16:40:00,439.33333333333337
2006-Apr-14 16:50:00,378.6666666666667
2006-Apr-14 17:00:00,318.0
2006-Apr-14 17:10:00,257.3333333333333
2006-Apr-14 17:20:00,196.66666666666666
2006-Apr-14 17:30:00,136.0
2006-Apr-14 17:40:00,116.50000000000001
2006-Apr-14 17:50:00,97.0
2006-Apr-14 18:00:00,77.5
2006-Apr-14 18:10:00,57.999999999999986
2006-Apr-14 18:20:00,38.49999999999999
2006-Apr-14 18:30:00,19.0
2006-Apr-14 18:40:00,15.833333333333334
2006-Apr-14 18:50:00,12.666666666666668
2006-Apr-14 19:00:00,0.0
2006-Apr-14 19:10:00,0.0
2006-Apr-14 19:20:00,0.0
2006-Apr-14 19:30:00,0.0
2006-Apr-14 19:40:00,0.0
2006-Apr-14 19:50:00,0.0
2006-Apr-14 20:00:00,0.0
2006-Apr-14 20:10:00,0.0
2006-Apr-14 20:20:00,0.0
2006-Apr-14 20:30:00,0.0
2006-Apr-14 20:40:00,0.0
2006-Apr-14 20:50:00,0.0
2006-Apr-14 21:00:00,0.0
2006-Apr-14 21:10:00,0.0
2006-Apr-14 21:20:00,0.0
2006-Apr-14 21:30:00,0.0
2006-Apr-14 21:40:00,0.0
2006-Apr-14 21:50:00,0.0
2006-Apr-14 22:00:00,0.0
2006-Apr-14 22:10:00,0.0
2006-Apr-14 22:20:00,0.0
2006-Apr-14 22:30:00,0.0
2006-Apr-14 22:40:00,0.0
2006-Apr-14 22:50:00,0.0
2006-Apr-14 23:00:00,0.0
2006-Apr-14 23:10:00,0.0
2006-Apr-14 23:20:00,0.0
2006-Apr-14 23:30:00,0.0
2006-Apr-14 23:40:00,0.0
2006-Apr-14 23:50:00,0.0
2006-Apr-15 00:00:00,0.0
2006-Apr-15 00:10:00,0.0
2006-Apr-15 00:20:00,0.0
2006-Apr-15 00:30:00,0.0
2006-Apr-15 00:40:00,0.0
2006-Apr-15 00:50:00,0.0
2006-Apr-15 01:00:00,0.0
2006-Apr-15 01:10:00,0.0
2006-Apr-15 01:20:00,0.0
2006-Apr-15 01:30:00,0.0
