Zone Timestep,ESTE:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],NORTE:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],OESTE:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SUR:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],TECHO:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2]
2006-Mar-21 13:00:00,148.7190926448029,148.7190926448029,206.74962697212922,528.7547079075144,973.6489346483187
2006-Mar-21 13:10:00,148.7382618696603,148.7382618696603,247.94002229428833,521.5776986237317,977.4485165316169
2006-Mar-21 13:20:00,147.4765509179431,147.4765509179431,291.1490077840785,523.8830338614417,979.4859535900359
2006-Mar-21 13:30:00,145.90998581684505,145.90998581684505,334.87697635155024,525.2152409461237,979.6681836872109
2006-Mar-21 13:40:00,150.0012813903371,150.0012813903371,378.30195502921185,515.5648374606146,941.7618045894612
2006-Mar-21 13:50:00,157.74815226854594,157.74815226854594,413.2002897257612,497.9761721259252,903.7505748297691
2006-Mar-21 14:00:00,162.22625253275683,162.22625253275683,448.01076633453965,484.8549717473138,866.0396061203377
2006-Mar-21 14:10:00,170.25701646843098,170.25701646843098,473.62050827430255,466.94042086085165,829.0302745163735
2006-Mar-21 14:20:00,182.1722256041795,182.1722256041795,491.1182972507296,447.98960232219355,793.1189687844543
2006-Mar-21 14:30:00,189.5830957988225,189.5830957988225,505.9167632964018,430.30101369232847,758.6958552156689
2006-Mar-21 14:40:00,186.27628781674662,186.27628781674662,537.0916481425932,427.7555236006358,752.0233985109678
2006-Mar-21 14:50:00,182.55320712205352,182.55320712205352,568.3456900381618,424.2690927848223,743.603511018926
2006-Mar-21 15:00:00,178.39288018745742,178.39288018745742,599.5871276352718,419.8037103381562,733.3437758750936
2006-Mar-21 15:10:00,173.7777855886521,173.7777855886521,630.7198653955104,414.3240620234497,721.1572008208352
2006-Mar-21 15:20:00,168.69316386273437,168.69316386273437,661.6424244969984,407.79746283140656,706.9625231215912
2006-Mar-21 15:30:00,163.12648200105008,163.12648200105008,692.2470766715577,400.1938187783149,690.6844996541491
2006-Mar-21 15:40:00,158.7851703998878,158.7851703998878,703.4895248759316,383.82840659613606,658.1290780162032
2006-Mar-21 15:50:00,154.31486410302688,154.31486410302688,712.7581287814188,367.3309500506542,625.4465720463049
2006-Mar-21 16:00:00,149.7181421944363,149.7181421944363,720.0955213923602,350.7327354785498,592.7175754170776
2006-Mar-21 16:10:00,144.9971099559976,144.9971099559976,725.5482688978992,334.06331196760925,560.0214043915564
2006-Mar-21 16:20:00,140.15299478792716,140.15299478792716,729.165952326982,317.34994761457006,527.4358900235547
2006-Mar-21 16:30:00,135.18563716107616,135.18563716107616,730.9995998155127,300.61690288419635,495.03717589343995
2006-Mar-21 16:40:00,126.75308626054282,126.75308626054282,721.352794521218,279.0704473927224,454.14539233565813
2006-Mar-21 16:50:00,118.15025198862155,118.15025198862155,709.5951409783061,257.6736038159767,413.82344729836007
2006-Mar-21 17:00:00,109.38500731973491,109.38500731973491,695.8255337472742,236.4631604229115,374.1500652779572
2006-Mar-21 17:10:00,100.46486696002925,100.46486696002925,680.150666934002,215.47408651539118,335.2006160429771
2006-Mar-21 17:20:00,91.39683409517872,91.39683409517872,662.6870409889327,194.73929445492277,297.0469213103497
2006-Mar-21 17:30:00,82.18716983068325,82.18716983068325,643.564331397237,174.28928069549343,259.7570723063385
2006-Mar-21 17:40:00,73.05253463304015,73.05253463304015,605.5510757180925,151.43178211311894,219.9905907757721
2006-Mar-21 17:50:00,64.09098346492863,64.09098346492863,567.0854011264853,129.7943497068223,182.76050171736665
2006-Mar-21 18:00:00,55.056265234304234,55.056265234304234,526.9865541466208,109.03059811652963,148.1486795295296
2006-Mar-21 18:10:00,46.05082564858387,46.05082564858387,486.6352492707216,89.3167640986508,116.2266952920381
2006-Mar-21 18:20:00,37.04464439238482,37.04464439238482,447.1616583125583,70.62675579734582,87.05562650013819
2006-Mar-21 18:30:00,27.958166705966057,27.958166705966057,371.13273346399865,52.01037725517365,60.685897002207696
2006-Mar-21 18:40:00,20.197049390226564,20.197049390226564,257.3742925227443,35.85588171910185,41.759460391509094
2006-Mar-21 18:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 19:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 19:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 19:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 19:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 19:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 19:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 20:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 20:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 20:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 20:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 20:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 20:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 21:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 21:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 21:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 21:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 21:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 21:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 22:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 22:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 22:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 22:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 22:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 22:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 23:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 23:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 23:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 23:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 23:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-21 23:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 00:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 00:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 00:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 00:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 00:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 00:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 01:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 01:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 01:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 01:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 01:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 01:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 02:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 02:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 02:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 02:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 02:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 02:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 03:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 03:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 03:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 03:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 03:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 03:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 04:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 04:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 04:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 04:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 04:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 04:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 05:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 05:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 05:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 05:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 05:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 05:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 06:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 06:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 06:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 06:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 06:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 06:50:00,155.30744629873334,13.211569773390845,7.0284950820972,7.0284950820972,16.24136658021754
2006-Mar-22 07:00:00,240.4951774137127,18.04958305368382,11.152339286358247,11.152339286358247,31.33156489496272
2006-Mar-22 07:10:00,310.098762344192,21.675088981592825,15.6373596065875,15.6373596065875,51.03518836427136
2006-Mar-22 07:20:00,366.1560514482229,24.095857067717063,20.475388311917094,20.475388311917094,75.30551522219933
2006-Mar-22 07:30:00,423.0719165708588,25.660511604291223,25.660511604291223,29.96016860237472,104.07834152920165
2006-Mar-22 07:40:00,470.7282719830296,30.884150893144245,30.884150893144245,41.47080776091693,134.88240840428355
2006-Mar-22 07:50:00,517.1167876041516,36.36426565763674,36.36426565763674,54.510869057865435,169.33543184567492
2006-Mar-22 08:00:00,559.8880487910382,44.81816825234273,44.81816825234273,71.27484746828131,207.3355433654506
2006-Mar-22 08:10:00,603.2074870803169,51.01697844395599,51.01697844395599,87.44293949998183,248.76693153061512
2006-Mar-22 08:20:00,644.2173610897673,57.42901947001798,57.42901947001798,104.99081857308653,293.50016604843927
2006-Mar-22 08:30:00,682.634608152973,64.04083586773264,64.04083586773264,123.85628551372272,341.392561267012
2006-Mar-22 08:40:00,701.8369747765244,69.37359310624244,69.37359310624244,140.8608905732847,383.20331264120176
2006-Mar-22 08:50:00,718.6594705951989,74.78817696951431,74.78817696951431,158.54990795701443,426.7069249072358
2006-Mar-22 09:00:00,732.9350835601974,80.27254610495731,80.27254610495731,176.86620182526704,471.769887348661
2006-Mar-22 09:10:00,732.2026790828822,91.13335855974657,91.13335855974657,196.99561087098806,518.2514953661112
2006-Mar-22 09:20:00,741.2577273486779,96.82879544201167,96.82879544201167,216.15485411376704,566.0042381791905
2006-Mar-22 09:30:00,747.3516023970777,102.52605798980173,102.52605798980173,235.71754243247605,614.8742072997595
2006-Mar-22 09:40:00,734.9800544563109,106.36659192427385,106.36659192427385,250.68607506320706,650.9535347469132
2006-Mar-22 09:50:00,720.5459638713904,110.10455130662919,110.10455130662919,265.47489141131786,686.7737376069282
2006-Mar-22 10:00:00,704.0231106175318,113.73351747024161,113.73351747024161,280.043781849986,722.236820816696
2006-Mar-22 10:10:00,685.3925796002566,117.24711383305892,117.24711383305892,294.3521638324626,757.2440296696302
2006-Mar-22 10:20:00,664.6425586902576,120.63922207438637,120.63922207438637,308.3593678026681,791.6961068539841
2006-Mar-22 10:30:00,641.768263151075,123.90421428105887,123.90421428105887,322.02492976324413,825.4935530565137
2006-Mar-22 10:40:00,612.1561694258697,126.33577888395244,126.33577888395244,332.9626923828577,851.9495181465649
2006-Mar-22 10:50:00,580.9955064371223,128.60451838821973,128.60451838821973,343.34693569682986,877.2450093781041
2006-Mar-22 11:00:00,548.3272240150694,130.7117149224305,130.7117149224305,353.15601276570186,901.3179372754958
2006-Mar-22 11:10:00,514.1979886345979,132.66062241049198,132.66062241049198,362.3704400149409,924.1081123268051
2006-Mar-22 11:20:00,478.6606528838564,134.45701437391313,134.45701437391313,370.97338077777977,945.5573952357302
2006-Mar-22 11:30:00,441.7749033388676,136.10983079836262,136.10983079836262,378.95120309369463,965.6098440162192
2006-Mar-22 11:40:00,402.0418791230678,136.89332679871058,136.89332679871058,384.7541270198832,980.7010756440261
2006-Mar-22 11:50:00,361.3876107087995,137.58623461925117,137.58623461925117,389.91758766707443,994.2439196061205
2006-Mar-22 12:00:00,319.89944217761905,138.20895351434896,138.20895351434896,394.444297413059,1006.2021364583113
2006-Mar-22 12:10:00,277.67252101624433,138.78553535570867,138.78553535570867,398.3407970698128,1016.5423811365173
2006-Mar-22 12:20:00,234.80887169251363,139.34234259396172,139.34234259396172,401.6164479466595,1025.2342898828315
2006-Mar-22 12:30:00,191.41494568759174,139.9053438855091,139.9053438855091,404.28136209296963,1032.2505616841838
2006-Mar-22 12:40:00,147.27173459339954,140.19205815257848,140.19205815257848,405.09133947244334,1034.0274104596972
2006-Mar-22 12:50:00,140.51931753987174,140.51931753987174,177.9067954694068,405.30197153260167,1034.0884596220633
2006-Mar-22 13:00:00,140.89169541524817,140.89169541524817,222.69317441083587,404.91751878691633,1032.4366797175276
2006-Mar-22 13:10:00,141.3020011821198,141.3020011821198,267.3747154881185,403.9342198055472,1029.078299800282
2006-Mar-22 13:20:00,141.733668418695,141.733668418695,311.8476093339376,402.3421343058153,1024.022793299031
2006-Mar-22 13:30:00,142.16460158414944,142.16460158414944,356.00588259903157,400.1281150424234,1017.2828577157675
2006-Mar-22 13:40:00,142.1560070896176,142.1560070896176,398.48606336975735,396.03032204834153,1005.5764619035099
2006-Mar-22 13:50:00,142.10244195994943,142.10244195994943,440.1699762337134,391.31416144405244,992.2920561386984
2006-Mar-22 14:00:00,141.98444620218686,141.98444620218686,480.9707207956981,385.9777408188946,977.4681411190961
2006-Mar-22 14:10:00,141.78559502452322,141.78559502452322,520.808519741475,380.0224001418523,961.1459862901626
2006-Mar-22 14:20:00,141.4923331321276,141.4923331321276,559.6103474695916,373.4525232591285,943.3695285692007
2006-Mar-22 14:30:00,141.09352201941888,141.09352201941888,597.3093880485321,366.2751191722448,924.18526634305
2006-Mar-22 14:40:00,139.75080307003967,139.75080307003967,631.7375244926076,357.0546042148727,900.5700335962877
2006-Mar-22 14:50:00,138.26490426034673,138.26490426034673,664.7274388347008,347.26212329097035,875.7177391471648
2006-Mar-22 15:00:00,136.6316353910431,136.6316353910431,696.2365391948028,336.91579998817633,849.6894941060339
2006-Mar-22 15:10:00,134.84787016825567,134.84787016825567,726.2277568544778,326.0350369650988,822.5482170389605
2006-Mar-22 15:20:00,132.91107777065486,132.91107777065486,754.6693853674107,314.64005332152476,794.3584846936095
2006-Mar-22 15:30:00,130.8188797419692,130.8188797419692,781.5350286957873,302.75142660450706,765.1863804453471
2006-Mar-22 15:40:00,122.74175123421637,122.74175123421637,815.9242260707789,289.6899253391413,731.0530737372
2006-Mar-22 15:50:00,119.41991623972532,119.41991623972532,835.5380647105516,274.85754914899985,696.2903820777004
2006-Mar-22 16:00:00,115.97834274977328,115.97834274977328,853.1821684268645,259.7199438617429,660.9814262157292
2006-Mar-22 16:10:00,112.42200437492755,112.42200437492755,868.8559478166562,244.30890827932976,625.2093514519385
2006-Mar-22 16:20:00,108.75572367001189,108.75572367001189,882.558685291769,228.65518216032672,589.05712925008
2006-Mar-22 16:30:00,104.98393328458477,104.98393328458477,894.2863606018518,212.78791290952293,552.6073611882707
2006-Mar-22 16:40:00,99.93586319384987,99.93586319384987,895.1736212063263,194.65430682303457,510.52679363388245
2006-Mar-22 16:50:00,94.82296338286483,94.82296338286483,893.7578264185614,176.62095162139568,468.8998527743021
2006-Mar-22 17:00:00,89.65124823377887,89.65124823377887,890.0725343076818,158.723651572071,427.8274539208839
2006-Mar-22 17:10:00,80.0020755850933,80.0020755850933,892.0627242714293,138.23213912527842,387.40710025885653
2006-Mar-22 17:20:00,74.85059589796813,74.85059589796813,885.1183317290846,120.7580895209549,347.7326451749613
2006-Mar-22 17:30:00,69.67455900746513,69.67455900746513,876.1868614823778,103.53482088751046,308.89406611758415
2006-Mar-22 17:40:00,62.50480117124019,62.50480117124019,833.3979590885846,83.94839732561117,260.8866506190368
2006-Mar-22 17:50:00,55.56476018359304,55.56476018359304,789.3483520256502,65.84122752018979,216.25292246795433
2006-Mar-22 18:00:00,48.77803748368309,54.188736678256184,742.0884750002308,48.77803748368309,175.10557215413507
2006-Mar-22 18:10:00,42.16486329800594,54.91886383331905,691.3340110657373,42.16486329800594,137.5435205278849
2006-Mar-22 18:20:00,35.68113492811181,54.526497347688895,632.1553774207018,35.68113492811181,103.65166630578295
2006-Mar-22 18:30:00,29.19484620154922,52.855526718206505,523.8219672711051,29.19484620154922,73.50067396887468
2006-Mar-22 18:40:00,18.388389229639746,43.559764782597924,405.7462239258703,18.388389229639746,45.261148628319305
2006-Mar-22 18:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 19:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 19:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 19:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 19:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 19:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 19:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 20:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 20:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 20:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 20:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 20:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 20:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 21:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 21:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 21:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 21:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 21:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 21:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 22:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 22:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 22:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 22:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 22:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 22:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 23:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 23:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 23:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 23:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 23:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-22 23:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 00:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 00:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 00:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 00:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 00:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 00:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 01:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 01:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 01:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 01:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 01:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 01:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 02:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 02:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 02:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 02:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 02:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 02:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 03:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 03:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 03:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 03:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 03:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 03:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 04:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 04:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 04:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 04:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 04:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 04:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 05:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 05:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 05:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 05:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 05:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 05:50:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 06:00:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 06:10:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 06:20:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 06:30:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 06:40:00,0.0,0.0,0.0,0.0,0.0
2006-Mar-23 06:50:00,173.45241061908504,14.021509152984407,6.68093118618135,6.68093118618135,16.660786034963408
2006-Mar-23 07:00:00,266.30210446761487,18.77575105852277,10.73913958922011,10.73913958922011,33.112000393835615
2006-Mar-23 07:10:00,341.94832743789544,22.277484996354833,15.242372597749808,15.242372597749808,54.93873963781866
2006-Mar-23 07:20:00,404.57492827650697,25.988927945662414,21.770387654981032,21.770387654981032,82.08656395113688
2006-Mar-23 07:30:00,470.96869841078257,27.41473946407832,27.41473946407832,30.90441315566432,114.48066343373054
2006-Mar-23 07:40:00,519.7793294044895,32.744651900414375,32.744651900414375,43.16925982501921,147.38502602904268
2006-Mar-23 07:50:00,567.1358957315523,38.338443682984284,38.338443682984284,56.998390803472475,184.07135347956114
2006-Mar-23 08:00:00,613.0784471018175,44.21267260983483,44.21267260983483,72.41160600598569,224.43037501898672
2006-Mar-23 08:10:00,656.9232225731424,50.34088914969445,50.34088914969445,89.3212012230029,268.33833821854864
2006-Mar-23 08:20:00,698.3482551463964,56.71022449020734,56.71022449020734,107.6682801149536,315.6573525064652
2006-Mar-23 08:30:00,724.258277010889,67.83910253947094,67.83910253947094,129.368061149145,366.235773653227
2006-Mar-23 08:40:00,741.3650995662723,73.34910410259192,73.34910410259192,146.896054863068,409.52059867251046
2006-Mar-23 08:50:00,756.0614544162231,78.9145859109273,78.9145859109273,165.02900344699572,454.3671426348577
2006-Mar-23 09:00:00,768.1848152584887,84.52429827051245,84.52429827051245,183.70982858127587,500.64018863262356
2006-Mar-23 09:10:00,777.5865276750699,90.16591767851023,90.16591767851023,202.8778707423949,548.197711499692
2006-Mar-23 09:20:00,784.13013993302,95.8262720753327,95.8262720753327,222.4692854070902,596.8912642618137
2006-Mar-23 09:30:00,787.6904596230561,101.49151796366894,101.49151796366894,242.41737989014536,646.5663843811594
2006-Mar-23 09:40:00,772.8640925461759,105.28295380277221,105.28295380277221,257.7336037744489,683.4294044440036
2006-Mar-23 09:50:00,755.961643202532,108.97540753459496,108.97540753459496,272.8271536923708,719.9072207785996
2006-Mar-23 10:00:00,736.9644493205178,112.56212181624001,112.56212181624001,287.657623139494,755.9017489921105
2006-Mar-23 10:10:00,715.8610930244885,116.03636723470983,116.03636723470983,302.1843375876832,791.3144740714606
2006-Mar-23 10:20:00,692.6471663533495,119.39163520436932,119.39163520436932,316.3666232176012,826.0467027028453
2006-Mar-23 10:30:00,667.3251570556728,122.6218431454965,122.6218431454965,330.164078940732,859.9998183782282
2006-Mar-23 10:40:00,635.6725531246998,125.06855903702738,125.06855903702738,341.38010091663557,887.0464885563357
2006-Mar-23 10:50:00,602.4536409271294,127.35598660292226,127.35598660292226,352.0114452562392,912.8376100104654
2006-Mar-23 11:00:00,567.7138239972081,129.48420829811235,129.48420829811235,362.035144593293,937.30971409608
2006-Mar-23 11:10:00,531.5040246809605,131.45502468092806,131.45502468092806,371.43028000245323,960.4014279453681
2006-Mar-23 11:20:00,493.88105816014456,133.27243372431818,133.27243372431818,380.1784151907313,982.0536259523951
2006-Mar-23 11:30:00,454.9081665458291,134.94320100500505,134.94320100500505,388.26409896729933,1002.2095777045578
2006-Mar-23 11:40:00,413.1223749976637,135.9484344795117,135.9484344795117,394.206640184587,1017.048919106765
2006-Mar-23 11:50:00,370.45845756599914,136.83469144354623,136.83469144354623,399.44409558878243,1030.2160628828872
2006-Mar-23 12:00:00,327.00868299371785,137.6211605226507,137.6211605226507,403.9803326006163,1041.6807082908495
2006-Mar-23 12:10:00,282.8726972806303,138.33092524678378,138.33092524678378,407.82336747878645,1051.415719837672
2006-Mar-23 12:20:00,238.1567909327746,138.98981599234546,138.98981599234546,410.9844931451582,1059.3971934512297
2006-Mar-23 12:30:00,192.97168635435514,139.6239111071752,139.6239111071752,413.4763481109128,1065.6045166170015
2006-Mar-23 12:40:00,147.0609478257962,139.9080825494303,139.9080825494303,414.166367887345,1066.9531807077792
2006-Mar-23 12:50:00,140.2054366587181,140.2054366587181,179.24157642799767,414.20637125077116,1066.5004305639814
2006-Mar-23 13:00:00,140.52079331567717,140.52079331567717,225.6468426252016,413.6018561650177,1064.2519895779728
2006-Mar-23 13:10:00,140.84800907482605,140.84800907482605,271.87260797030905,412.3509385883407,1060.2169944428679
2006-Mar-23 13:20:00,141.17233040180753,141.17233040180753,317.8142843677251,410.44617707240064,1054.4079720701213
2006-Mar-23 13:30:00,141.4740968546151,141.4740968546151,363.3657255567579,407.8774481235657,1046.8408100738047
2006-Mar-23 13:40:00,141.29082663519728,141.29082663519728,407.2392249272257,403.45387696671486,1034.5382215513855
2006-Mar-23 13:50:00,141.04288339722288,141.04288339722288,450.27130641190445,398.37017539915706,1020.5793808669309
2006-Mar-23 14:00:00,140.7132611547483,140.7132611547483,492.37410497813846,392.6267995789913,1005.0037552839336
2006-Mar-23 14:10:00,140.28801084333537,140.28801084333537,533.4667389086128,386.22755023972513,987.853727912162
2006-Mar-23 14:20:00,139.75601597511766,139.75601597511766,573.4749197469157,379.1793417365185,969.1744943118845
2006-Mar-23 14:30:00,139.10853509843375,139.10853509843375,612.3304429622706,371.49178288149415,949.013954095665
2006-Mar-23 14:40:00,137.73668959133062,137.73668959133062,647.7390106193717,361.8420382109902,924.2000016180746
2006-Mar-23 14:50:00,136.23459768660734,136.23459768660734,681.623581953399,351.6229459509352,898.1280600431878
2006-Mar-23 15:00:00,134.59985674779057,134.59985674779057,713.9427453937215,340.8563959540444,870.8663779089803
2006-Mar-23 15:10:00,132.83082295907133,132.83082295907133,744.6608191154894,329.56528473633006,842.4849401290779
2006-Mar-23 15:20:00,130.92618895896845,130.92618895896845,773.747749852453,317.77307472519504,813.0552986050187
